PCT,CRIME,2019,2020,2021,2022,2023
72,ADMINISTRATIVE CODE (6)            ,3,8,5,4,4
72,FRAUDS (3)                    ,13,17,43,29,63
72,AGGRAVATED HARASSMENT 2               ,218,125,186,194,158
72,OTHER MISDEMEANORS (8),285,193,237,278,347
72,TOTAL MISDEMEANOR OFFENSES,2947,2701,2628,3008,3288
73,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,15,6,8,15,18
73,MISDEMEANOR SEX CRIMES (4),117,94,108,120,127
73,MISDEMEANOR DANGEROUS DRUGS  (1),196,48,43,59,162
73,MISDEMEANOR DANGEROUS WEAPONS (5)               ,59,40,17,111,190
73,PETIT LARCENY                         ,993,856,819,1147,1099
73,ASSAULT 3 AND RELATED OFFENSES        ,1042,809,863,949,950
73,INTOXICATED & IMPAIRED DRIVING              ,62,41,40,28,34
73,VEHICLE AND TRAFFIC LAWS              ,153,143,177,240,420
73,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,645,682,688,675,625
73,CRIMINAL TRESPASS,106,33,27,65,113
73,UNAUTHORIZED USE OF A VEHICLE           ,25,27,22,18,37
73,OFFENSES AGAINST THE PERSON (7)      ,40,18,28,26,18
73,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),134,72,98,95,226
73,ADMINISTRATIVE CODE (6)            ,8,13,16,17,11
73,FRAUDS (3)                    ,65,32,52,49,93
73,AGGRAVATED HARASSMENT 2               ,516,367,420,430,413
73,OTHER MISDEMEANORS (8),507,365,385,638,774
73,TOTAL MISDEMEANOR OFFENSES,4683,3646,3811,4682,5310
75,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,16,23,26,41
75,MISDEMEANOR SEX CRIMES (4),152,125,134,153,207
75,MISDEMEANOR DANGEROUS DRUGS  (1),189,82,48,45,123
75,MISDEMEANOR DANGEROUS WEAPONS (5)               ,29,23,23,59,59
75,PETIT LARCENY                         ,2266,1998,2401,2887,2307
75,ASSAULT 3 AND RELATED OFFENSES        ,1154,898,1071,1262,1275
75,INTOXICATED & IMPAIRED DRIVING              ,82,41,57,59,107
75,VEHICLE AND TRAFFIC LAWS              ,239,245,256,542,1061
75,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1183,1153,1047,1289,1023
75,CRIMINAL TRESPASS,93,39,22,68,84
75,UNAUTHORIZED USE OF A VEHICLE           ,44,37,27,29,41
75,OFFENSES AGAINST THE PERSON (7)      ,26,18,17,25,35
75,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),143,123,153,210,190
75,ADMINISTRATIVE CODE (6)            ,48,46,39,49,27
75,FRAUDS (3)                    ,62,45,67,100,181
75,AGGRAVATED HARASSMENT 2               ,526,493,561,805,584
75,OTHER MISDEMEANORS (8),620,416,513,736,945
75,TOTAL MISDEMEANOR OFFENSES,6867,5798,6459,8344,8290
76,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,10,5,4,3,4
76,MISDEMEANOR SEX CRIMES (4),28,13,24,19,22
76,MISDEMEANOR DANGEROUS DRUGS  (1),77,35,39,58,63
76,MISDEMEANOR DANGEROUS WEAPONS (5)               ,13,5,3,3,17
76,PETIT LARCENY                         ,431,437,357,457,589
76,ASSAULT 3 AND RELATED OFFENSES        ,162,115,162,169,153
76,INTOXICATED & IMPAIRED DRIVING              ,59,21,14,29,32
76,VEHICLE AND TRAFFIC LAWS              ,39,38,29,62,209
76,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,226,206,152,139,170
76,CRIMINAL TRESPASS,43,15,22,37,38
76,UNAUTHORIZED USE OF A VEHICLE           ,10,7,9,6,5
76,OFFENSES AGAINST THE PERSON (7)      ,3,1,4,1,11
76,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),37,10,14,17,48
76,ADMINISTRATIVE CODE (6)            ,3,0,0,2,2
76,FRAUDS (3)                    ,15,7,26,19,17
76,AGGRAVATED HARASSMENT 2               ,84,95,59,94,91
76,OTHER MISDEMEANORS (8),102,45,61,77,85
76,TOTAL MISDEMEANOR OFFENSES,1342,1055,979,1192,1556
77,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,15,6,2,5,5
77,MISDEMEANOR SEX CRIMES (4),91,86,87,103,120
77,MISDEMEANOR DANGEROUS DRUGS  (1),148,50,20,19,34
77,MISDEMEANOR DANGEROUS WEAPONS (5)               ,10,15,7,24,19
77,PETIT LARCENY                         ,890,891,693,897,785
77,ASSAULT 3 AND RELATED OFFENSES        ,564,426,384,499,549
77,INTOXICATED & IMPAIRED DRIVING              ,41,26,23,23,22
77,VEHICLE AND TRAFFIC LAWS              ,97,114,179,179,278
77,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,406,546,368,326,268
77,CRIMINAL TRESPASS,50,30,15,35,59
77,UNAUTHORIZED USE OF A VEHICLE           ,15,14,10,12,15
77,OFFENSES AGAINST THE PERSON (7)      ,15,9,4,7,11
77,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),96,48,43,57,63
77,ADMINISTRATIVE CODE (6)            ,16,16,25,17,17
77,FRAUDS (3)                    ,26,13,28,15,29
77,AGGRAVATED HARASSMENT 2               ,297,246,280,283,283
77,OTHER MISDEMEANORS (8),287,226,250,334,379
77,TOTAL MISDEMEANOR OFFENSES,3064,2762,2418,2835,2936
78,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,4,4,2,3,5
78,MISDEMEANOR SEX CRIMES (4),45,26,44,57,46
78,MISDEMEANOR DANGEROUS DRUGS  (1),30,36,8,16,13
78,MISDEMEANOR DANGEROUS WEAPONS (5)               ,3,8,9,6,13
78,PETIT LARCENY                         ,1131,923,1013,1383,1391
78,ASSAULT 3 AND RELATED OFFENSES        ,265,183,251,314,294
78,INTOXICATED & IMPAIRED DRIVING              ,34,20,23,26,30
78,VEHICLE AND TRAFFIC LAWS              ,40,42,57,135,143
78,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,211,306,259,209,177
78,CRIMINAL TRESPASS,29,28,23,38,26
78,UNAUTHORIZED USE OF A VEHICLE           ,12,15,11,17,20
78,OFFENSES AGAINST THE PERSON (7)      ,4,3,5,6,7
78,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),39,23,21,23,46
78,ADMINISTRATIVE CODE (6)            ,0,1,0,2,1
78,FRAUDS (3)                    ,5,2,18,13,39
78,AGGRAVATED HARASSMENT 2               ,156,117,150,160,131
78,OTHER MISDEMEANORS (8),170,97,115,183,204
78,TOTAL MISDEMEANOR OFFENSES,2178,1834,2009,2591,2586
79,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,15,5,11,6,11
79,MISDEMEANOR SEX CRIMES (4),96,86,82,74,83
79,MISDEMEANOR DANGEROUS DRUGS  (1),152,83,40,101,164
79,MISDEMEANOR DANGEROUS WEAPONS (5)               ,17,20,18,15,51
79,PETIT LARCENY                         ,1478,1491,1313,1635,1465
79,ASSAULT 3 AND RELATED OFFENSES        ,637,554,524,666,648
79,INTOXICATED & IMPAIRED DRIVING              ,46,26,29,52,51
79,VEHICLE AND TRAFFIC LAWS              ,84,111,122,173,364
79,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,589,605,493,447,408
79,CRIMINAL TRESPASS,88,122,73,84,114
79,UNAUTHORIZED USE OF A VEHICLE           ,11,18,17,8,10
79,OFFENSES AGAINST THE PERSON (7)      ,33,15,18,20,16
79,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),99,82,88,80,103
79,ADMINISTRATIVE CODE (6)            ,17,6,9,10,7
79,FRAUDS (3)                    ,49,17,50,35,103
79,AGGRAVATED HARASSMENT 2               ,309,292,282,233,256
79,OTHER MISDEMEANORS (8),375,325,302,347,444
79,TOTAL MISDEMEANOR OFFENSES,4095,3858,3471,3986,4298
81,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,5,3,8,9,20
81,MISDEMEANOR SEX CRIMES (4),59,46,53,51,50
81,MISDEMEANOR DANGEROUS DRUGS  (1),104,41,54,30,32
81,MISDEMEANOR DANGEROUS WEAPONS (5)               ,6,12,8,23,34
81,PETIT LARCENY                         ,837,777,614,884,837
81,ASSAULT 3 AND RELATED OFFENSES        ,409,365,367,417,497
81,INTOXICATED & IMPAIRED DRIVING              ,32,38,22,35,21
81,VEHICLE AND TRAFFIC LAWS              ,98,81,123,129,206
81,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,461,394,278,233,213
81,CRIMINAL TRESPASS,54,24,19,30,35
81,UNAUTHORIZED USE OF A VEHICLE           ,13,17,10,12,23
81,OFFENSES AGAINST THE PERSON (7)      ,15,7,12,8,9
81,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),38,34,45,68,63
81,ADMINISTRATIVE CODE (6)            ,17,8,12,14,15
81,FRAUDS (3)                    ,17,27,56,47,31
81,AGGRAVATED HARASSMENT 2               ,215,203,202,166,181
81,OTHER MISDEMEANORS (8),214,174,169,216,306
81,TOTAL MISDEMEANOR OFFENSES,2594,2251,2052,2372,2573
83,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,5,15,8,18
83,MISDEMEANOR SEX CRIMES (4),83,68,51,88,130
83,MISDEMEANOR DANGEROUS DRUGS  (1),183,49,129,67,87
83,MISDEMEANOR DANGEROUS WEAPONS (5)               ,17,6,11,33,22
83,PETIT LARCENY                         ,1124,1186,974,1055,1006
83,ASSAULT 3 AND RELATED OFFENSES        ,663,483,530,587,693
83,INTOXICATED & IMPAIRED DRIVING              ,31,21,36,56,62
83,VEHICLE AND TRAFFIC LAWS              ,88,127,163,221,262
83,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,573,558,449,582,401
83,CRIMINAL TRESPASS,69,50,39,41,52
83,UNAUTHORIZED USE OF A VEHICLE           ,14,22,21,14,28
83,OFFENSES AGAINST THE PERSON (7)      ,16,8,12,14,18
83,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),93,47,51,92,93
83,ADMINISTRATIVE CODE (6)            ,17,20,19,13,9
83,FRAUDS (3)                    ,59,23,43,18,69
83,AGGRAVATED HARASSMENT 2               ,245,200,221,247,201
83,OTHER MISDEMEANORS (8),228,158,173,315,316
83,TOTAL MISDEMEANOR OFFENSES,3511,3031,2937,3451,3467
84,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,6,7,6,6
84,MISDEMEANOR SEX CRIMES (4),53,27,57,60,61
84,MISDEMEANOR DANGEROUS DRUGS  (1),62,21,19,27,51
84,MISDEMEANOR DANGEROUS WEAPONS (5)               ,25,10,10,25,33
84,PETIT LARCENY                         ,1235,971,1350,1923,2054
84,ASSAULT 3 AND RELATED OFFENSES        ,369,267,277,362,415
84,INTOXICATED & IMPAIRED DRIVING              ,32,25,24,10,22
84,VEHICLE AND TRAFFIC LAWS              ,47,50,64,101,186
84,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,295,371,329,209,249
84,CRIMINAL TRESPASS,46,52,38,31,45
84,UNAUTHORIZED USE OF A VEHICLE           ,16,21,15,14,20
84,OFFENSES AGAINST THE PERSON (7)      ,23,4,10,14,14
84,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),78,42,19,48,67
84,ADMINISTRATIVE CODE (6)            ,1,0,1,4,0
84,FRAUDS (3)                    ,35,14,38,29,23
84,AGGRAVATED HARASSMENT 2               ,177,113,117,130,134
84,OTHER MISDEMEANORS (8),393,160,184,264,361
84,TOTAL MISDEMEANOR OFFENSES,2894,2154,2559,3257,3741
88,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,4,3,0,9
88,MISDEMEANOR SEX CRIMES (4),38,37,43,41,48
88,MISDEMEANOR DANGEROUS DRUGS  (1),63,28,20,39,66
88,MISDEMEANOR DANGEROUS WEAPONS (5)               ,7,3,9,11,17
88,PETIT LARCENY                         ,755,698,578,755,774
88,ASSAULT 3 AND RELATED OFFENSES        ,356,257,257,372,341
88,INTOXICATED & IMPAIRED DRIVING              ,16,16,16,11,16
88,VEHICLE AND TRAFFIC LAWS              ,60,57,76,112,192
88,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,356,487,463,361,233
88,CRIMINAL TRESPASS,78,24,21,28,57
88,UNAUTHORIZED USE OF A VEHICLE           ,9,7,4,2,8
88,OFFENSES AGAINST THE PERSON (7)      ,13,4,8,10,6
88,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),28,19,28,39,39
88,ADMINISTRATIVE CODE (6)            ,13,1,3,6,2
88,FRAUDS (3)                    ,19,8,22,23,25
88,AGGRAVATED HARASSMENT 2               ,202,169,214,167,162
88,OTHER MISDEMEANORS (8),159,108,127,139,180
88,TOTAL MISDEMEANOR OFFENSES,2178,1927,1892,2116,2175
90,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,8,5,10,8
90,MISDEMEANOR SEX CRIMES (4),54,49,57,56,57
90,MISDEMEANOR DANGEROUS DRUGS  (1),64,18,31,33,48
90,MISDEMEANOR DANGEROUS WEAPONS (5)               ,15,8,9,29,28
90,PETIT LARCENY                         ,1183,976,1041,1201,1045
90,ASSAULT 3 AND RELATED OFFENSES        ,463,322,381,494,492
90,INTOXICATED & IMPAIRED DRIVING              ,38,24,36,49,74
90,VEHICLE AND TRAFFIC LAWS              ,125,105,159,168,225
90,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,599,533,445,484,426
90,CRIMINAL TRESPASS,88,55,59,36,52
90,UNAUTHORIZED USE OF A VEHICLE           ,25,30,21,17,24
90,OFFENSES AGAINST THE PERSON (7)      ,16,13,5,20,19
90,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),62,40,52,79,66
90,ADMINISTRATIVE CODE (6)            ,10,11,7,4,8
90,FRAUDS (3)                    ,39,26,54,53,52
90,AGGRAVATED HARASSMENT 2               ,188,175,210,199,179
90,OTHER MISDEMEANORS (8),207,174,157,246,305
90,TOTAL MISDEMEANOR OFFENSES,3183,2567,2729,3178,3108
94,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,12,3,7,10,10
94,MISDEMEANOR SEX CRIMES (4),42,28,34,32,37
94,MISDEMEANOR DANGEROUS DRUGS  (1),24,6,8,20,18
94,MISDEMEANOR DANGEROUS WEAPONS (5)               ,5,2,5,13,12
94,PETIT LARCENY                         ,730,918,927,1007,912
94,ASSAULT 3 AND RELATED OFFENSES        ,275,195,233,281,242
94,INTOXICATED & IMPAIRED DRIVING              ,23,13,24,35,39
94,VEHICLE AND TRAFFIC LAWS              ,41,43,50,112,138
94,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,276,216,265,217,236
94,CRIMINAL TRESPASS,31,33,16,32,13
94,UNAUTHORIZED USE OF A VEHICLE           ,7,5,7,15,16
94,OFFENSES AGAINST THE PERSON (7)      ,5,3,7,9,7
94,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),20,8,3,23,19
94,ADMINISTRATIVE CODE (6)            ,9,9,6,7,6
94,FRAUDS (3)                    ,16,6,34,43,45
94,AGGRAVATED HARASSMENT 2               ,140,121,141,139,116
94,OTHER MISDEMEANORS (8),98,76,85,110,151
94,TOTAL MISDEMEANOR OFFENSES,1754,1685,1852,2105,2017
100,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,5,7,5,4,5
100,MISDEMEANOR SEX CRIMES (4),32,20,21,31,37
100,MISDEMEANOR DANGEROUS DRUGS  (1),32,12,19,17,9
100,MISDEMEANOR DANGEROUS WEAPONS (5)               ,8,3,5,10,12
100,PETIT LARCENY                         ,476,489,389,531,484
100,ASSAULT 3 AND RELATED OFFENSES        ,297,239,192,221,216
100,INTOXICATED & IMPAIRED DRIVING              ,19,13,16,16,12
100,VEHICLE AND TRAFFIC LAWS              ,20,19,24,30,59
100,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,235,220,250,303,212
100,CRIMINAL TRESPASS,41,26,15,19,27
100,UNAUTHORIZED USE OF A VEHICLE           ,14,23,19,13,28
100,OFFENSES AGAINST THE PERSON (7)      ,6,3,9,8,8
100,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),24,18,16,14,20
100,ADMINISTRATIVE CODE (6)            ,6,6,1,6,4
100,FRAUDS (3)                    ,17,9,19,25,22
100,AGGRAVATED HARASSMENT 2               ,115,90,95,89,100
100,OTHER MISDEMEANORS (8),129,90,79,108,130
100,TOTAL MISDEMEANOR OFFENSES,1476,1287,1174,1445,1385
101,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,4,2,3,6,7
101,MISDEMEANOR SEX CRIMES (4),72,68,67,76,81
101,MISDEMEANOR DANGEROUS DRUGS  (1),36,52,15,7,25
101,MISDEMEANOR DANGEROUS WEAPONS (5)               ,15,7,8,20,16
101,PETIT LARCENY                         ,558,682,610,592,593
101,ASSAULT 3 AND RELATED OFFENSES        ,466,408,445,379,422
101,INTOXICATED & IMPAIRED DRIVING              ,12,6,11,11,48
101,VEHICLE AND TRAFFIC LAWS              ,30,33,41,84,119
101,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,316,466,375,339,295
101,CRIMINAL TRESPASS,28,20,24,40,27
101,UNAUTHORIZED USE OF A VEHICLE           ,34,26,14,17,12
101,OFFENSES AGAINST THE PERSON (7)      ,6,10,7,4,11
101,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),32,19,29,45,41
101,ADMINISTRATIVE CODE (6)            ,8,12,11,6,10
101,FRAUDS (3)                    ,21,11,17,7,17
101,AGGRAVATED HARASSMENT 2               ,165,139,149,124,132
101,OTHER MISDEMEANORS (8),207,160,165,197,233
101,TOTAL MISDEMEANOR OFFENSES,2010,2121,1991,1954,2089
102,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,8,4,12,10
102,MISDEMEANOR SEX CRIMES (4),65,59,107,135,166
102,MISDEMEANOR DANGEROUS DRUGS  (1),78,21,20,29,70
102,MISDEMEANOR DANGEROUS WEAPONS (5)               ,13,7,7,13,17
102,PETIT LARCENY                         ,891,976,1079,1695,1378
102,ASSAULT 3 AND RELATED OFFENSES        ,609,442,519,544,577
102,INTOXICATED & IMPAIRED DRIVING              ,65,66,66,51,52
102,VEHICLE AND TRAFFIC LAWS              ,95,105,114,154,237
102,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,562,462,485,474,377
102,CRIMINAL TRESPASS,38,21,24,43,29
102,UNAUTHORIZED USE OF A VEHICLE           ,24,25,17,28,21
102,OFFENSES AGAINST THE PERSON (7)      ,8,3,8,9,11
102,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),40,21,7,27,23
102,ADMINISTRATIVE CODE (6)            ,16,14,17,14,14
102,FRAUDS (3)                    ,21,16,46,23,44
102,AGGRAVATED HARASSMENT 2               ,171,147,137,169,151
102,OTHER MISDEMEANORS (8),177,137,228,210,238
102,TOTAL MISDEMEANOR OFFENSES,2884,2530,2885,3630,3415
103,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,8,3,11,26
103,MISDEMEANOR SEX CRIMES (4),91,79,144,222,307
103,MISDEMEANOR DANGEROUS DRUGS  (1),242,227,157,156,680
103,MISDEMEANOR DANGEROUS WEAPONS (5)               ,49,20,21,21,50
103,PETIT LARCENY                         ,1170,1092,1216,1472,1627
103,ASSAULT 3 AND RELATED OFFENSES        ,792,609,622,789,974
103,INTOXICATED & IMPAIRED DRIVING              ,48,42,42,46,65
103,VEHICLE AND TRAFFIC LAWS              ,131,106,123,262,708
103,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,568,660,616,616,543
103,CRIMINAL TRESPASS,77,42,43,96,67
103,UNAUTHORIZED USE OF A VEHICLE           ,20,25,21,45,31
103,OFFENSES AGAINST THE PERSON (7)      ,11,15,16,29,20
103,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),195,157,138,189,245
103,ADMINISTRATIVE CODE (6)            ,25,21,14,8,10
103,FRAUDS (3)                    ,25,26,44,70,117
103,AGGRAVATED HARASSMENT 2               ,318,254,231,302,292
103,OTHER MISDEMEANORS (8),495,213,281,383,573
103,TOTAL MISDEMEANOR OFFENSES,4265,3596,3732,4717,6335
104,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,4,16,12,11
104,MISDEMEANOR SEX CRIMES (4),73,67,72,101,75
104,MISDEMEANOR DANGEROUS DRUGS  (1),71,46,23,14,20
104,MISDEMEANOR DANGEROUS WEAPONS (5)               ,10,7,5,12,26
104,PETIT LARCENY                         ,1208,1477,1401,1502,1293
104,ASSAULT 3 AND RELATED OFFENSES        ,461,462,503,531,486
104,INTOXICATED & IMPAIRED DRIVING              ,78,71,47,54,72
104,VEHICLE AND TRAFFIC LAWS              ,102,115,134,185,253
104,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,515,510,461,382,312
104,CRIMINAL TRESPASS,68,44,47,50,43
104,UNAUTHORIZED USE OF A VEHICLE           ,28,25,30,42,31
104,OFFENSES AGAINST THE PERSON (7)      ,13,12,9,16,19
104,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),121,106,96,67,59
104,ADMINISTRATIVE CODE (6)            ,20,18,17,20,10
104,FRAUDS (3)                    ,30,18,75,33,40
104,AGGRAVATED HARASSMENT 2               ,221,167,193,201,146
104,OTHER MISDEMEANORS (8),161,153,157,202,236
104,TOTAL MISDEMEANOR OFFENSES,3188,3302,3286,3424,3132
105,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,3,15,21,20
105,MISDEMEANOR SEX CRIMES (4),80,69,70,128,153
105,MISDEMEANOR DANGEROUS DRUGS  (1),54,9,14,13,13
105,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,13,19,31,55
105,PETIT LARCENY                         ,944,1015,1122,1516,1247
105,ASSAULT 3 AND RELATED OFFENSES        ,692,525,510,640,694
105,INTOXICATED & IMPAIRED DRIVING              ,43,26,29,52,89
105,VEHICLE AND TRAFFIC LAWS              ,194,142,252,307,613
105,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,551,554,521,497,563
105,CRIMINAL TRESPASS,61,44,38,42,52
105,UNAUTHORIZED USE OF A VEHICLE           ,55,62,44,75,83
105,OFFENSES AGAINST THE PERSON (7)      ,10,6,15,11,20
105,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),55,50,38,62,102
105,ADMINISTRATIVE CODE (6)            ,35,34,30,20,29
105,FRAUDS (3)                    ,48,33,152,113,275
105,AGGRAVATED HARASSMENT 2               ,295,267,306,390,362
105,OTHER MISDEMEANORS (8),283,241,240,303,312
105,TOTAL MISDEMEANOR OFFENSES,3419,3093,3415,4221,4682
106,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,5,5,4,9,18
106,MISDEMEANOR SEX CRIMES (4),61,47,85,150,220
106,MISDEMEANOR DANGEROUS DRUGS  (1),42,12,7,15,23
106,MISDEMEANOR DANGEROUS WEAPONS (5)               ,10,6,11,17,20
106,PETIT LARCENY                         ,849,856,1003,1368,1311
106,ASSAULT 3 AND RELATED OFFENSES        ,533,444,475,530,531
106,INTOXICATED & IMPAIRED DRIVING              ,51,45,71,70,75
106,VEHICLE AND TRAFFIC LAWS              ,146,126,168,212,315
106,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,407,387,346,304,282
106,CRIMINAL TRESPASS,290,58,81,62,40
106,UNAUTHORIZED USE OF A VEHICLE           ,33,33,29,31,30
106,OFFENSES AGAINST THE PERSON (7)      ,10,8,9,6,14
106,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),72,57,47,51,53
106,ADMINISTRATIVE CODE (6)            ,20,7,17,20,11
106,FRAUDS (3)                    ,27,12,16,9,20
106,AGGRAVATED HARASSMENT 2               ,286,181,196,164,204
106,OTHER MISDEMEANORS (8),241,203,204,263,297
106,TOTAL MISDEMEANOR OFFENSES,3083,2487,2769,3281,3464
107,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,8,3,10,13,20
107,MISDEMEANOR SEX CRIMES (4),65,47,68,77,74
107,MISDEMEANOR DANGEROUS DRUGS  (1),29,24,8,9,22
107,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,10,6,19,18
107,PETIT LARCENY                         ,818,1002,947,1543,1427
107,ASSAULT 3 AND RELATED OFFENSES        ,383,318,330,446,482
107,INTOXICATED & IMPAIRED DRIVING              ,45,21,31,62,75
107,VEHICLE AND TRAFFIC LAWS              ,76,74,105,156,286
107,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,576,562,480,570,465
107,CRIMINAL TRESPASS,45,36,42,41,37
107,UNAUTHORIZED USE OF A VEHICLE           ,41,33,31,38,29
107,OFFENSES AGAINST THE PERSON (7)      ,11,5,3,3,14
107,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),79,49,78,69,55
107,ADMINISTRATIVE CODE (6)            ,10,7,9,8,3
107,FRAUDS (3)                    ,23,39,76,93,83
107,AGGRAVATED HARASSMENT 2               ,243,191,210,208,241
107,OTHER MISDEMEANORS (8),142,141,172,185,196
107,TOTAL MISDEMEANOR OFFENSES,2606,2562,2606,3540,3527
108,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,5,16,18,7
108,MISDEMEANOR SEX CRIMES (4),82,59,70,92,109
108,MISDEMEANOR DANGEROUS DRUGS  (1),65,13,12,7,10
108,MISDEMEANOR DANGEROUS WEAPONS (5)               ,9,8,5,15,12
108,PETIT LARCENY                         ,841,924,1290,1561,2108
108,ASSAULT 3 AND RELATED OFFENSES        ,447,332,477,552,530
108,INTOXICATED & IMPAIRED DRIVING              ,73,30,37,49,29
108,VEHICLE AND TRAFFIC LAWS              ,97,113,154,178,234
108,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,404,442,481,466,464
108,CRIMINAL TRESPASS,43,22,31,38,39
108,UNAUTHORIZED USE OF A VEHICLE           ,24,19,26,24,13
108,OFFENSES AGAINST THE PERSON (7)      ,12,4,9,11,22
108,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),40,19,26,33,37
108,ADMINISTRATIVE CODE (6)            ,9,4,5,8,3
108,FRAUDS (3)                    ,34,25,68,42,38
108,AGGRAVATED HARASSMENT 2               ,111,66,89,114,108
108,OTHER MISDEMEANORS (8),153,105,179,197,203
108,TOTAL MISDEMEANOR OFFENSES,2450,2190,2975,3405,3966
109,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,7,6,11,25
109,MISDEMEANOR SEX CRIMES (4),87,65,105,104,132
109,MISDEMEANOR DANGEROUS DRUGS  (1),151,38,28,38,61
109,MISDEMEANOR DANGEROUS WEAPONS (5)               ,15,12,11,10,33
109,PETIT LARCENY                         ,2161,1828,2234,2782,2842
109,ASSAULT 3 AND RELATED OFFENSES        ,592,540,538,700,893
109,INTOXICATED & IMPAIRED DRIVING              ,68,32,30,51,62
109,VEHICLE AND TRAFFIC LAWS              ,123,108,116,211,319
109,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,570,542,525,618,551
109,CRIMINAL TRESPASS,95,38,62,89,82
109,UNAUTHORIZED USE OF A VEHICLE           ,52,43,30,47,50
109,OFFENSES AGAINST THE PERSON (7)      ,11,7,10,15,9
109,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),24,17,27,40,40
109,ADMINISTRATIVE CODE (6)            ,15,10,13,16,15
109,FRAUDS (3)                    ,51,33,102,68,50
109,AGGRAVATED HARASSMENT 2               ,192,117,123,159,168
109,OTHER MISDEMEANORS (8),323,196,255,321,403
109,TOTAL MISDEMEANOR OFFENSES,4541,3633,4215,5280,5735
110,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,4,11,11,13
110,MISDEMEANOR SEX CRIMES (4),126,97,154,226,275
110,MISDEMEANOR DANGEROUS DRUGS  (1),79,36,32,35,39
