PCT,CRIME,2019,2020,2021,2022,2023
40,INTOXICATED & IMPAIRED DRIVING              ,70,60,59,74,68
40,VEHICLE AND TRAFFIC LAWS              ,161,128,168,389,779
40,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1086,875,666,781,563
40,CRIMINAL TRESPASS,148,45,38,50,69
40,UNAUTHORIZED USE OF A VEHICLE           ,26,25,20,26,31
40,OFFENSES AGAINST THE PERSON (7)      ,29,33,24,43,57
40,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),303,245,250,201,240
40,ADMINISTRATIVE CODE (6)            ,47,20,16,11,18
40,FRAUDS (3)                    ,104,59,55,214,229
40,AGGRAVATED HARASSMENT 2               ,441,326,427,440,449
40,OTHER MISDEMEANORS (8),728,445,503,709,893
40,TOTAL MISDEMEANOR OFFENSES,7796,5483,5007,6474,6936
41,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,12,11,3,9,12
41,MISDEMEANOR SEX CRIMES (4),76,87,147,137,155
41,MISDEMEANOR DANGEROUS DRUGS  (1),139,97,34,36,31
41,MISDEMEANOR DANGEROUS WEAPONS (5)               ,19,15,22,41,42
41,PETIT LARCENY                         ,856,672,574,823,909
41,ASSAULT 3 AND RELATED OFFENSES        ,506,372,398,538,589
41,INTOXICATED & IMPAIRED DRIVING              ,33,20,15,26,23
41,VEHICLE AND TRAFFIC LAWS              ,80,92,116,161,243
41,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,545,577,419,341,311
41,CRIMINAL TRESPASS,17,21,11,19,28
41,UNAUTHORIZED USE OF A VEHICLE           ,28,15,13,15,20
41,OFFENSES AGAINST THE PERSON (7)      ,8,9,38,13,42
41,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),88,94,106,123,119
41,ADMINISTRATIVE CODE (6)            ,7,8,8,15,16
41,FRAUDS (3)                    ,25,16,55,39,81
41,AGGRAVATED HARASSMENT 2               ,252,186,173,231,252
41,OTHER MISDEMEANORS (8),260,345,231,382,528
41,TOTAL MISDEMEANOR OFFENSES,2951,2637,2363,2949,3401
42,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,22,5,14,9,15
42,MISDEMEANOR SEX CRIMES (4),100,49,94,103,157
42,MISDEMEANOR DANGEROUS DRUGS  (1),238,60,82,23,55
42,MISDEMEANOR DANGEROUS WEAPONS (5)               ,52,16,25,32,30
42,PETIT LARCENY                         ,1122,1178,971,1294,1194
42,ASSAULT 3 AND RELATED OFFENSES        ,978,850,900,967,1054
42,INTOXICATED & IMPAIRED DRIVING              ,34,25,29,15,17
42,VEHICLE AND TRAFFIC LAWS              ,115,106,157,186,355
42,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,812,761,579,557,577
42,CRIMINAL TRESPASS,63,33,24,22,27
42,UNAUTHORIZED USE OF A VEHICLE           ,20,14,20,17,23
42,OFFENSES AGAINST THE PERSON (7)      ,26,13,14,26,26
42,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),195,183,190,193,170
42,ADMINISTRATIVE CODE (6)            ,36,21,10,22,12
42,FRAUDS (3)                    ,94,27,30,61,246
42,AGGRAVATED HARASSMENT 2               ,284,287,316,402,348
42,OTHER MISDEMEANORS (8),371,376,460,518,615
42,TOTAL MISDEMEANOR OFFENSES,4562,4004,3915,4447,4921
43,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,16,11,18,23,37
43,MISDEMEANOR SEX CRIMES (4),109,68,121,108,169
43,MISDEMEANOR DANGEROUS DRUGS  (1),134,103,44,61,78
43,MISDEMEANOR DANGEROUS WEAPONS (5)               ,56,43,33,55,53
43,PETIT LARCENY                         ,1524,1392,1495,2079,1955
43,ASSAULT 3 AND RELATED OFFENSES        ,1117,986,1010,1118,1138
43,INTOXICATED & IMPAIRED DRIVING              ,38,34,42,56,72
43,VEHICLE AND TRAFFIC LAWS              ,142,138,164,332,693
43,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,709,656,568,507,501
43,CRIMINAL TRESPASS,92,47,27,30,43
43,UNAUTHORIZED USE OF A VEHICLE           ,18,21,20,29,29
43,OFFENSES AGAINST THE PERSON (7)      ,33,26,23,31,26
43,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),210,153,140,233,227
43,ADMINISTRATIVE CODE (6)            ,45,45,30,17,12
43,FRAUDS (3)                    ,57,60,143,299,123
43,AGGRAVATED HARASSMENT 2               ,388,353,469,395,444
43,OTHER MISDEMEANORS (8),441,372,431,526,558
43,TOTAL MISDEMEANOR OFFENSES,5129,4508,4778,5899,6158
44,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,28,12,12,36,34
44,MISDEMEANOR SEX CRIMES (4),125,95,131,178,198
44,MISDEMEANOR DANGEROUS DRUGS  (1),345,158,119,80,83
44,MISDEMEANOR DANGEROUS WEAPONS (5)               ,126,57,70,77,97
44,PETIT LARCENY                         ,1766,1523,1417,1938,2040
44,ASSAULT 3 AND RELATED OFFENSES        ,1355,1086,1072,1266,1248
44,INTOXICATED & IMPAIRED DRIVING              ,25,16,12,31,50
44,VEHICLE AND TRAFFIC LAWS              ,176,170,221,436,844
44,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1100,899,717,744,701
44,CRIMINAL TRESPASS,225,27,34,45,52
44,UNAUTHORIZED USE OF A VEHICLE           ,15,21,16,17,27
44,OFFENSES AGAINST THE PERSON (7)      ,27,19,30,51,169
44,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),293,215,248,249,232
44,ADMINISTRATIVE CODE (6)            ,26,15,19,15,17
44,FRAUDS (3)                    ,126,106,230,73,101
44,AGGRAVATED HARASSMENT 2               ,421,342,389,462,425
44,OTHER MISDEMEANORS (8),650,436,436,557,809
44,TOTAL MISDEMEANOR OFFENSES,6829,5197,5173,6255,7127
45,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,4,4,1,9,11
45,MISDEMEANOR SEX CRIMES (4),39,33,68,69,75
45,MISDEMEANOR DANGEROUS DRUGS  (1),40,21,13,9,36
45,MISDEMEANOR DANGEROUS WEAPONS (5)               ,16,15,9,12,22
45,PETIT LARCENY                         ,1182,911,1043,1221,1431
45,ASSAULT 3 AND RELATED OFFENSES        ,595,406,439,464,508
45,INTOXICATED & IMPAIRED DRIVING              ,86,38,36,67,154
45,VEHICLE AND TRAFFIC LAWS              ,75,67,106,176,454
45,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,547,538,424,362,317
45,CRIMINAL TRESPASS,29,12,18,21,16
45,UNAUTHORIZED USE OF A VEHICLE           ,8,14,15,22,21
45,OFFENSES AGAINST THE PERSON (7)      ,23,15,10,13,18
45,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),136,87,77,84,90
45,ADMINISTRATIVE CODE (6)            ,12,8,7,7,2
45,FRAUDS (3)                    ,20,16,31,48,66
45,AGGRAVATED HARASSMENT 2               ,277,226,265,288,280
45,OTHER MISDEMEANORS (8),187,146,159,229,203
45,TOTAL MISDEMEANOR OFFENSES,3276,2557,2721,3101,3704
46,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,5,10,13,13,76
46,MISDEMEANOR SEX CRIMES (4),127,79,102,126,139
46,MISDEMEANOR DANGEROUS DRUGS  (1),508,343,112,258,280
46,MISDEMEANOR DANGEROUS WEAPONS (5)               ,37,24,34,45,72
46,PETIT LARCENY                         ,1238,1119,1201,1320,1039
46,ASSAULT 3 AND RELATED OFFENSES        ,1103,880,877,1062,1209
46,INTOXICATED & IMPAIRED DRIVING              ,25,14,15,31,56
46,VEHICLE AND TRAFFIC LAWS              ,121,188,217,313,629
46,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,793,834,696,553,596
46,CRIMINAL TRESPASS,26,29,21,30,18
46,UNAUTHORIZED USE OF A VEHICLE           ,10,11,10,27,17
46,OFFENSES AGAINST THE PERSON (7)      ,30,27,36,41,111
46,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),190,141,144,137,245
46,ADMINISTRATIVE CODE (6)            ,35,31,14,10,13
46,FRAUDS (3)                    ,46,53,54,229,326
46,AGGRAVATED HARASSMENT 2               ,383,270,243,256,271
46,OTHER MISDEMEANORS (8),620,478,518,645,775
46,TOTAL MISDEMEANOR OFFENSES,5297,4531,4307,5096,5872
47,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,15,9,12,5,13
47,MISDEMEANOR SEX CRIMES (4),101,80,104,117,156
47,MISDEMEANOR DANGEROUS DRUGS  (1),212,81,51,13,26
47,MISDEMEANOR DANGEROUS WEAPONS (5)               ,52,21,28,23,35
47,PETIT LARCENY                         ,1144,1002,1110,1513,1327
47,ASSAULT 3 AND RELATED OFFENSES        ,1111,1025,960,873,1011
47,INTOXICATED & IMPAIRED DRIVING              ,153,84,98,51,40
47,VEHICLE AND TRAFFIC LAWS              ,155,159,211,251,373
47,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,1074,980,923,709,607
47,CRIMINAL TRESPASS,98,50,30,52,45
47,UNAUTHORIZED USE OF A VEHICLE           ,23,24,28,28,34
47,OFFENSES AGAINST THE PERSON (7)      ,23,17,19,19,15
47,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),268,214,285,318,238
47,ADMINISTRATIVE CODE (6)            ,45,39,42,30,17
47,FRAUDS (3)                    ,68,47,59,92,136
47,AGGRAVATED HARASSMENT 2               ,394,391,409,494,387
47,OTHER MISDEMEANORS (8),528,454,532,608,710
47,TOTAL MISDEMEANOR OFFENSES,5464,4677,4901,5196,5170
48,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,10,8,6,18,17
48,MISDEMEANOR SEX CRIMES (4),76,59,74,82,149
48,MISDEMEANOR DANGEROUS DRUGS  (1),189,97,58,28,36
48,MISDEMEANOR DANGEROUS WEAPONS (5)               ,86,32,24,28,38
48,PETIT LARCENY                         ,1093,1041,924,1241,1057
48,ASSAULT 3 AND RELATED OFFENSES        ,946,804,783,894,954
48,INTOXICATED & IMPAIRED DRIVING              ,23,20,19,26,25
48,VEHICLE AND TRAFFIC LAWS              ,83,116,138,267,512
48,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,669,617,584,500,504
48,CRIMINAL TRESPASS,57,38,13,14,29
48,UNAUTHORIZED USE OF A VEHICLE           ,20,23,21,17,15
48,OFFENSES AGAINST THE PERSON (7)      ,15,22,14,7,20
48,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),163,187,185,239,198
48,ADMINISTRATIVE CODE (6)            ,24,16,6,7,8
48,FRAUDS (3)                    ,37,17,81,185,132
48,AGGRAVATED HARASSMENT 2               ,344,326,387,365,385
48,OTHER MISDEMEANORS (8),350,339,343,379,474
48,TOTAL MISDEMEANOR OFFENSES,4185,3762,3660,4297,4553
49,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,9,8,6,10,6
49,MISDEMEANOR SEX CRIMES (4),60,47,68,83,135
49,MISDEMEANOR DANGEROUS DRUGS  (1),76,26,8,12,9
49,MISDEMEANOR DANGEROUS WEAPONS (5)               ,41,22,25,32,24
49,PETIT LARCENY                         ,1015,1156,1044,1412,1653
49,ASSAULT 3 AND RELATED OFFENSES        ,585,424,413,533,543
49,INTOXICATED & IMPAIRED DRIVING              ,53,27,23,29,34
49,VEHICLE AND TRAFFIC LAWS              ,342,177,208,253,252
49,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,685,618,453,412,422
49,CRIMINAL TRESPASS,66,30,23,27,34
49,UNAUTHORIZED USE OF A VEHICLE           ,22,37,28,33,37
49,OFFENSES AGAINST THE PERSON (7)      ,27,8,11,15,30
49,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),72,47,48,46,56
49,ADMINISTRATIVE CODE (6)            ,28,22,15,15,12
49,FRAUDS (3)                    ,22,14,52,80,54
49,AGGRAVATED HARASSMENT 2               ,244,210,215,207,249
49,OTHER MISDEMEANORS (8),279,167,188,268,282
49,TOTAL MISDEMEANOR OFFENSES,3626,3040,2828,3467,3832
50,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,4,2,8,3,17
50,MISDEMEANOR SEX CRIMES (4),32,25,33,43,39
50,MISDEMEANOR DANGEROUS DRUGS  (1),41,15,23,26,7
50,MISDEMEANOR DANGEROUS WEAPONS (5)               ,6,8,14,18,14
50,PETIT LARCENY                         ,1019,1050,909,1196,1179
50,ASSAULT 3 AND RELATED OFFENSES        ,285,261,298,343,319
50,INTOXICATED & IMPAIRED DRIVING              ,17,9,18,24,24
50,VEHICLE AND TRAFFIC LAWS              ,60,68,68,131,222
50,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,428,384,374,278,276
50,CRIMINAL TRESPASS,21,18,20,26,14
50,UNAUTHORIZED USE OF A VEHICLE           ,21,18,20,30,21
50,OFFENSES AGAINST THE PERSON (7)      ,7,1,9,22,13
50,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),92,64,80,86,73
50,ADMINISTRATIVE CODE (6)            ,19,7,6,10,9
50,FRAUDS (3)                    ,18,35,77,63,90
50,AGGRAVATED HARASSMENT 2               ,282,209,213,292,250
50,OTHER MISDEMEANORS (8),143,141,159,182,168
50,TOTAL MISDEMEANOR OFFENSES,2495,2315,2329,2773,2735
52,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,10,8,3,8,17
52,MISDEMEANOR SEX CRIMES (4),102,74,103,110,130
52,MISDEMEANOR DANGEROUS DRUGS  (1),378,204,142,164,220
52,MISDEMEANOR DANGEROUS WEAPONS (5)               ,92,33,32,43,30
52,PETIT LARCENY                         ,1905,1509,1565,2600,2529
52,ASSAULT 3 AND RELATED OFFENSES        ,1021,778,790,795,840
52,INTOXICATED & IMPAIRED DRIVING              ,118,61,55,80,86
52,VEHICLE AND TRAFFIC LAWS              ,139,135,171,214,337
52,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,732,816,669,478,429
52,CRIMINAL TRESPASS,34,32,10,7,22
52,UNAUTHORIZED USE OF A VEHICLE           ,12,12,14,13,15
52,OFFENSES AGAINST THE PERSON (7)      ,41,36,24,34,35
52,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),191,131,170,189,137
52,ADMINISTRATIVE CODE (6)            ,35,28,17,11,4
52,FRAUDS (3)                    ,34,41,54,82,66
52,AGGRAVATED HARASSMENT 2               ,376,273,245,302,341
52,OTHER MISDEMEANORS (8),455,379,419,446,567
52,TOTAL MISDEMEANOR OFFENSES,5675,4550,4483,5576,5805
60,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,9,6,6,2,10
60,MISDEMEANOR SEX CRIMES (4),96,43,45,55,79
60,MISDEMEANOR DANGEROUS DRUGS  (1),141,89,67,47,98
60,MISDEMEANOR DANGEROUS WEAPONS (5)               ,28,14,30,31,39
60,PETIT LARCENY                         ,972,1037,896,1212,1010
60,ASSAULT 3 AND RELATED OFFENSES        ,549,431,482,557,620
60,INTOXICATED & IMPAIRED DRIVING              ,76,40,36,33,29
60,VEHICLE AND TRAFFIC LAWS              ,58,48,72,102,246
60,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,536,479,549,514,425
60,CRIMINAL TRESPASS,72,40,48,81,46
60,UNAUTHORIZED USE OF A VEHICLE           ,27,26,17,18,17
60,OFFENSES AGAINST THE PERSON (7)      ,13,15,6,9,17
60,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),105,36,23,37,70
60,ADMINISTRATIVE CODE (6)            ,6,6,9,9,4
60,FRAUDS (3)                    ,31,29,28,29,43
60,AGGRAVATED HARASSMENT 2               ,222,228,220,271,232
60,OTHER MISDEMEANORS (8),273,153,223,295,467
60,TOTAL MISDEMEANOR OFFENSES,3214,2720,2757,3302,3452
61,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,4,2,2,2,5
61,MISDEMEANOR SEX CRIMES (4),63,36,64,69,64
61,MISDEMEANOR DANGEROUS DRUGS  (1),59,25,29,32,37
61,MISDEMEANOR DANGEROUS WEAPONS (5)               ,19,10,18,8,14
61,PETIT LARCENY                         ,1100,1129,1099,1601,1266
61,ASSAULT 3 AND RELATED OFFENSES        ,455,330,354,419,414
61,INTOXICATED & IMPAIRED DRIVING              ,90,39,60,34,39
61,VEHICLE AND TRAFFIC LAWS              ,119,94,113,141,243
61,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,323,275,272,286,261
61,CRIMINAL TRESPASS,72,34,29,44,25
61,UNAUTHORIZED USE OF A VEHICLE           ,25,24,11,11,31
61,OFFENSES AGAINST THE PERSON (7)      ,6,6,7,8,11
61,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),55,59,38,55,32
61,ADMINISTRATIVE CODE (6)            ,7,12,3,9,3
61,FRAUDS (3)                    ,33,24,36,83,98
61,AGGRAVATED HARASSMENT 2               ,224,164,214,218,193
61,OTHER MISDEMEANORS (8),133,111,146,140,233
61,TOTAL MISDEMEANOR OFFENSES,2787,2374,2495,3160,2969
62,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,9,1,3,2,13
62,MISDEMEANOR SEX CRIMES (4),63,54,94,76,106
62,MISDEMEANOR DANGEROUS DRUGS  (1),56,29,49,34,40
62,MISDEMEANOR DANGEROUS WEAPONS (5)               ,9,8,12,15,23
62,PETIT LARCENY                         ,1273,1217,1272,1884,1689
62,ASSAULT 3 AND RELATED OFFENSES        ,470,347,452,463,633
62,INTOXICATED & IMPAIRED DRIVING              ,60,37,58,27,53
62,VEHICLE AND TRAFFIC LAWS              ,61,66,110,131,199
62,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,420,417,314,303,279
62,CRIMINAL TRESPASS,63,37,39,31,25
62,UNAUTHORIZED USE OF A VEHICLE           ,29,32,16,18,27
62,OFFENSES AGAINST THE PERSON (7)      ,10,9,17,13,15
62,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),54,53,31,41,41
62,ADMINISTRATIVE CODE (6)            ,18,14,9,16,6
62,FRAUDS (3)                    ,27,34,91,76,80
62,AGGRAVATED HARASSMENT 2               ,275,205,172,160,249
62,OTHER MISDEMEANORS (8),183,125,199,207,213
62,TOTAL MISDEMEANOR OFFENSES,3080,2685,2938,3497,3691
63,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,5,1,1,4,9
63,MISDEMEANOR SEX CRIMES (4),63,21,40,43,50
63,MISDEMEANOR DANGEROUS DRUGS  (1),19,7,7,6,18
63,MISDEMEANOR DANGEROUS WEAPONS (5)               ,11,10,10,17,21
63,PETIT LARCENY                         ,935,889,821,1153,1322
63,ASSAULT 3 AND RELATED OFFENSES        ,286,221,261,249,283
63,INTOXICATED & IMPAIRED DRIVING              ,49,24,45,37,50
63,VEHICLE AND TRAFFIC LAWS              ,53,50,74,219,427
63,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,309,271,250,259,209
63,CRIMINAL TRESPASS,27,34,36,21,33
63,UNAUTHORIZED USE OF A VEHICLE           ,61,46,33,42,39
63,OFFENSES AGAINST THE PERSON (7)      ,14,13,8,14,13
63,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),51,16,22,23,44
63,ADMINISTRATIVE CODE (6)            ,6,10,5,11,3
63,FRAUDS (3)                    ,25,24,58,63,87
63,AGGRAVATED HARASSMENT 2               ,144,139,197,188,186
63,OTHER MISDEMEANORS (8),99,117,130,124,177
63,TOTAL MISDEMEANOR OFFENSES,2157,1893,1998,2473,2971
66,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,7,4,1,9,5
66,MISDEMEANOR SEX CRIMES (4),69,29,71,83,74
66,MISDEMEANOR DANGEROUS DRUGS  (1),12,4,8,11,27
66,MISDEMEANOR DANGEROUS WEAPONS (5)               ,4,3,3,8,13
66,PETIT LARCENY                         ,920,890,896,1112,1052
66,ASSAULT 3 AND RELATED OFFENSES        ,348,307,313,343,352
66,INTOXICATED & IMPAIRED DRIVING              ,64,51,57,45,45
66,VEHICLE AND TRAFFIC LAWS              ,85,63,112,132,218
66,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,282,272,237,285,218
66,CRIMINAL TRESPASS,40,27,26,21,23
66,UNAUTHORIZED USE OF A VEHICLE           ,39,28,11,7,14
66,OFFENSES AGAINST THE PERSON (7)      ,5,8,3,4,5
66,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),39,8,16,19,7
66,ADMINISTRATIVE CODE (6)            ,7,12,5,11,12
66,FRAUDS (3)                    ,8,4,22,103,46
66,AGGRAVATED HARASSMENT 2               ,181,142,123,135,141
66,OTHER MISDEMEANORS (8),102,106,123,141,172
66,TOTAL MISDEMEANOR OFFENSES,2212,1958,2027,2469,2424
67,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,9,3,6,6,5
67,MISDEMEANOR SEX CRIMES (4),102,75,87,104,99
67,MISDEMEANOR DANGEROUS DRUGS  (1),136,99,26,14,30
67,MISDEMEANOR DANGEROUS WEAPONS (5)               ,25,13,20,37,39
67,PETIT LARCENY                         ,1191,857,923,1145,1155
67,ASSAULT 3 AND RELATED OFFENSES        ,835,568,676,743,769
67,INTOXICATED & IMPAIRED DRIVING              ,63,27,51,36,30
67,VEHICLE AND TRAFFIC LAWS              ,174,168,239,407,674
67,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,606,485,430,435,409
67,CRIMINAL TRESPASS,138,33,25,37,28
67,UNAUTHORIZED USE OF A VEHICLE           ,32,30,39,33,43
67,OFFENSES AGAINST THE PERSON (7)      ,20,16,19,16,26
67,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),115,46,44,43,75
67,ADMINISTRATIVE CODE (6)            ,32,23,24,25,42
67,FRAUDS (3)                    ,74,92,108,42,96
67,AGGRAVATED HARASSMENT 2               ,316,241,310,331,345
67,OTHER MISDEMEANORS (8),471,326,369,446,539
67,TOTAL MISDEMEANOR OFFENSES,4339,3102,3396,3900,4404
68,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,12,10,7,7,9
68,MISDEMEANOR SEX CRIMES (4),48,42,43,47,53
68,MISDEMEANOR DANGEROUS DRUGS  (1),78,81,78,34,19
68,MISDEMEANOR DANGEROUS WEAPONS (5)               ,19,56,43,18,20
68,PETIT LARCENY                         ,975,1017,1134,1889,1564
68,ASSAULT 3 AND RELATED OFFENSES        ,295,233,262,323,395
68,INTOXICATED & IMPAIRED DRIVING              ,140,81,57,61,64
68,VEHICLE AND TRAFFIC LAWS              ,47,60,71,147,413
68,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,367,272,310,288,296
68,CRIMINAL TRESPASS,46,35,28,28,27
68,UNAUTHORIZED USE OF A VEHICLE           ,26,10,16,12,9
68,OFFENSES AGAINST THE PERSON (7)      ,6,10,9,8,11
68,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),61,18,24,28,42
68,ADMINISTRATIVE CODE (6)            ,3,1,3,3,1
68,FRAUDS (3)                    ,33,34,105,99,92
68,AGGRAVATED HARASSMENT 2               ,165,108,139,120,128
68,OTHER MISDEMEANORS (8),129,100,95,138,158
68,TOTAL MISDEMEANOR OFFENSES,2450,2168,2424,3250,3301
69,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,13,3,8,19,9
69,MISDEMEANOR SEX CRIMES (4),50,34,33,47,51
69,MISDEMEANOR DANGEROUS DRUGS  (1),36,30,17,5,23
69,MISDEMEANOR DANGEROUS WEAPONS (5)               ,13,4,10,17,38
69,PETIT LARCENY                         ,603,472,444,567,542
69,ASSAULT 3 AND RELATED OFFENSES        ,379,321,317,383,378
69,INTOXICATED & IMPAIRED DRIVING              ,55,30,38,31,18
69,VEHICLE AND TRAFFIC LAWS              ,60,60,124,200,313
69,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,391,330,342,202,265
69,CRIMINAL TRESPASS,35,15,19,26,19
69,UNAUTHORIZED USE OF A VEHICLE           ,63,32,16,14,36
69,OFFENSES AGAINST THE PERSON (7)      ,10,14,11,11,11
69,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),57,12,33,51,52
69,ADMINISTRATIVE CODE (6)            ,12,19,12,13,26
69,FRAUDS (3)                    ,20,17,88,54,41
69,AGGRAVATED HARASSMENT 2               ,267,192,234,208,209
69,OTHER MISDEMEANORS (8),164,160,159,225,179
69,TOTAL MISDEMEANOR OFFENSES,2228,1745,1905,2073,2210
70,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,11,0,4,7,8
70,MISDEMEANOR SEX CRIMES (4),83,63,62,84,115
70,MISDEMEANOR DANGEROUS DRUGS  (1),91,96,14,16,40
70,MISDEMEANOR DANGEROUS WEAPONS (5)               ,19,7,14,23,27
70,PETIT LARCENY                         ,1507,1395,1408,1586,1820
70,ASSAULT 3 AND RELATED OFFENSES        ,638,555,579,573,620
70,INTOXICATED & IMPAIRED DRIVING              ,89,38,23,34,23
70,VEHICLE AND TRAFFIC LAWS              ,108,103,156,178,315
70,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,445,400,403,263,271
70,CRIMINAL TRESPASS,44,28,27,28,22
70,UNAUTHORIZED USE OF A VEHICLE           ,24,18,10,11,23
70,OFFENSES AGAINST THE PERSON (7)      ,16,11,14,10,11
70,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),59,49,40,68,130
70,ADMINISTRATIVE CODE (6)            ,15,7,7,11,19
70,FRAUDS (3)                    ,52,32,28,29,43
70,AGGRAVATED HARASSMENT 2               ,335,255,308,313,266
70,OTHER MISDEMEANORS (8),228,221,230,245,276
70,TOTAL MISDEMEANOR OFFENSES,3764,3278,3327,3479,4029
71,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,4,5,2,15
71,MISDEMEANOR SEX CRIMES (4),72,47,71,72,76
71,MISDEMEANOR DANGEROUS DRUGS  (1),70,31,13,17,15
71,MISDEMEANOR DANGEROUS WEAPONS (5)               ,15,3,13,22,34
71,PETIT LARCENY                         ,1018,1078,1101,1111,1120
71,ASSAULT 3 AND RELATED OFFENSES        ,506,371,478,555,513
71,INTOXICATED & IMPAIRED DRIVING              ,47,20,29,39,36
71,VEHICLE AND TRAFFIC LAWS              ,106,100,119,235,409
71,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,403,487,387,349,344
71,CRIMINAL TRESPASS,58,34,23,37,30
71,UNAUTHORIZED USE OF A VEHICLE           ,21,11,17,16,22
71,OFFENSES AGAINST THE PERSON (7)      ,12,10,14,11,14
71,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),97,63,54,43,60
71,ADMINISTRATIVE CODE (6)            ,16,16,17,22,14
71,FRAUDS (3)                    ,26,23,158,90,120
71,AGGRAVATED HARASSMENT 2               ,298,198,285,259,202
71,OTHER MISDEMEANORS (8),223,173,230,276,261
71,TOTAL MISDEMEANOR OFFENSES,2994,2669,3014,3156,3285
72,MISDEMEANOR POSSESSION OF STOLEN PROPERTY            ,6,7,10,7,8
72,MISDEMEANOR SEX CRIMES (4),81,50,42,64,92
72,MISDEMEANOR DANGEROUS DRUGS  (1),125,71,65,74,122
72,MISDEMEANOR DANGEROUS WEAPONS (5)               ,12,13,23,26,52
72,PETIT LARCENY                         ,948,1044,965,1357,1235
72,ASSAULT 3 AND RELATED OFFENSES        ,489,434,459,449,523
72,INTOXICATED & IMPAIRED DRIVING              ,161,84,50,56,51
72,VEHICLE AND TRAFFIC LAWS              ,72,74,97,155,269
72,MISD. CRIMINAL MISCHIEF & RELATED OFFENSES  ,368,425,376,221,258
72,CRIMINAL TRESPASS,70,90,29,48,27
72,UNAUTHORIZED USE OF A VEHICLE           ,22,16,8,13,8
72,OFFENSES AGAINST THE PERSON (7)      ,21,11,14,8,19
72,OFFENSES AGAINST PUBLIC ADMINISTRATION (2),53,39,19,25,52
