the_geom,SYSTEM,GISPROPNUM,BOROUGH,NAME,SHAPE_STAr,SHAPE_STLe
"MULTIPOLYGON (((-73.95638076448908 40.57410476861315, -73.95635375294187 40.57401081382854, -73.95635261469734 40.57400685468998, -73.95631518467577 40.57387665972743, -73.95629534679846 40.5738076584899, -73.95630600954732 40.57379553067857, -73.95632599319293 40.57378790723215, -73.95634723003666 40.57378904095967, -73.95639275770488 40.573984925951954, -73.95646896807878 40.574317968842344, -73.95649309082681 40.574423383479065, -73.95667534697245 40.57521983751779, -73.95594134040387 40.57525266794277, -73.95522886975331 40.57528229260382, -73.95505747792126 40.575286492366516, -73.95507747980011 40.575524812285664, -73.95502032774844 40.5755606650167, -73.95501696601205 40.575561518298166, -73.95501360309466 40.57556237157902, -73.95499679798486 40.575568345380056, -73.95499343624785 40.57556919866084, -73.95498895312487 40.5755691969044, -73.95457334389306 40.57559038294893, -73.95443555105481 40.575596310563974, -73.95431007968905 40.575600532818825, -73.95430000152105 40.57560138340791, -73.95429888073973 40.57560138296204, -73.95429775995848 40.57560138251618, -73.9542955195769 40.575601381624885, -73.9542943993804 40.57560052658146, -73.95429103762145 40.57559967064625, -73.95428767821272 40.57559710641695, -73.95427984452057 40.57559197661379, -73.95427760530994 40.57559026562662, -73.9542753649135 40.57558856184319, -73.95427424530193 40.57558685310264, -73.95427312627606 40.575584288864064, -73.95426865544486 40.57556805783247, -73.95425972495917 40.57552790709525, -73.95424746193255 40.57543564978324, -73.95423775132872 40.57538615218949, -73.95417825110306 40.57508285433542, -73.9541179795388 40.574765082903696, -73.95410234285912 40.57470186974075, -73.95410011424696 40.57468478589981, -73.9541012449878 40.57466855169514, -73.95402820373184 40.574253517547085, -73.95402332409974 40.574230898919524, -73.95401661712381 40.57419507606888, -73.95402187036306 40.57414674251451, -73.9540257116465 40.57410796025897, -73.95403980509614 40.57408114917656, -73.95407472686726 40.57407427322894, -73.95410596173339 40.57408781789452, -73.95410547118642 40.574121111893604, -73.95409936683481 40.57420507346634, -73.95410175979868 40.57423560040463, -73.95410293872625 40.57425063153134, -73.95410550378786 40.574283357619144, -73.95412042183978 40.57431289718184, -73.95416270241321 40.574335366838866, -73.95422460891668 40.574347221714454, -73.95474618058515 40.57437693494654, -73.95512673860712 40.57437516250816, -73.9554156997145 40.57435271327421, -73.95565874970812 40.574331896263296, -73.95571654123233 40.574326945858616, -73.95596846162874 40.574302284570585, -73.95611818470059 40.57428329306368, -73.95624426595207 40.57425092497261, -73.95632073707422 40.57422068474167, -73.9563771273212 40.574198384866065, -73.956394103341 40.574165069200475, -73.95639400517108 40.57415082376498, -73.95638076448908 40.57410476861315)))",B169-ZN01A-BCH0174,B169,B,Coney Island,260391.262039,2757.58023657
"MULTIPOLYGON (((-73.95898980883057 40.57352758024277, -73.95913783220914 40.57508391050523, -73.9590735461286 40.575084702595774, -73.95908024184676 40.57512997974977, -73.95886740276177 40.57513502412284, -73.958866297896 40.5751111102996, -73.95865905233804 40.57511957468024, -73.95865680127513 40.57513494852462, -73.95776173192431 40.57517391640563, -73.95775054005344 40.57515255635205, -73.95750969379885 40.57515674051263, -73.95751303982256 40.57518236347277, -73.95667534697245 40.57521983751779, -73.95649309082681 40.574423383479065, -73.95646896807878 40.574317968842344, -73.95639275770488 40.573984925951954, -73.95634723003666 40.57378904095967, -73.95636590492676 40.57379983543867, -73.95637860117007 40.57381685747372, -73.95638950506351 40.5738532031843, -73.9564284117774 40.57398289258815, -73.95643298759305 40.57399814380691, -73.9564695458724 40.57412000134271, -73.95648015198239 40.57414045357264, -73.95649749117113 40.57414781202257, -73.95651588705603 40.574155618430616, -73.95655296600091 40.574161873095065, -73.95656562834387 40.57416400942491, -73.9568998087194 40.57418263476478, -73.95700218307712 40.57418201484446, -73.9572580136831 40.57417796519938, -73.95771359876693 40.574159249801426, -73.95783185756684 40.57414334588159, -73.95814561932534 40.57411796137089, -73.95827900097507 40.57410316204002, -73.95831949272859 40.574098668712445, -73.95831952697942 40.5740986651228, -73.9584678821308 40.57408220413338, -73.95855082998429 40.57406302049939, -73.95857219123326 40.574059899782384, -73.958627870312 40.57405176649853, -73.95881882458173 40.574004707056794, -73.95887660690617 40.573990838965344, -73.95894202742502 40.57396799804655, -73.95896794783377 40.573954273407374, -73.95898088027185 40.57394742593434, -73.95898379441178 40.57394059379435, -73.9589855270466 40.573936533047124, -73.95898863041496 40.573929257916504, -73.95898738880574 40.57392413168733, -73.95898331646569 40.57390732554426, -73.95897865390849 40.5738246944453, -73.9589729072087 40.5737228592714, -73.95896636612089 40.57360692790095, -73.95895234325751 40.57346076234397, -73.9589514162247 40.573451100284146, -73.9589700692132 40.57343848069212, -73.95898098251267 40.57343478163219, -73.95898257364362 40.57345150764401, -73.95898980883057 40.57352758024277)))",B169-ZN01B-BCH0170,B169,B,Coney Island,271842.552338,2898.74324956
"MULTIPOLYGON (((-73.96150246839785 40.57493789673726, -73.96138797570075 40.57494286162658, -73.9608491449959 40.57496488349049, -73.9592068798316 40.57503520856488, -73.9592157921479 40.575121482875204, -73.95914633688733 40.57512402108928, -73.95914075876085 40.57508387192308, -73.95913783220914 40.57508391050523, -73.95898257364362 40.57345150764401, -73.95898098251267 40.57343478163219, -73.95898940343545 40.57343192727411, -73.95899377228744 40.57343315714927, -73.95901283347261 40.57343852297368, -73.9590298146748 40.57345206121454, -73.95903275569867 40.573470671604554, -73.95903609434193 40.57350529256335, -73.95904204523079 40.573567004935065, -73.95904509871605 40.57359867387197, -73.95904676745926 40.57361597444502, -73.95905620372078 40.57371383061251, -73.95905899904812 40.57374281679381, -73.95906769484554 40.573833003827986, -73.95906773709491 40.57383343789587, -73.9590735247553 40.573845544809394, -73.9590812474535 40.57385669425371, -73.95908578903747 40.57386325259078, -73.95911058598942 40.57387119414064, -73.95928518202057 40.5738932316544, -73.95933202565509 40.57389914488195, -73.95942329920493 40.573910665149334, -73.95950140757779 40.573915688822154, -73.95961357295083 40.57391520690579, -73.95982454896989 40.57391451183435, -73.95984929554152 40.573914103543196, -73.96017800188328 40.573908678831124, -73.96023719007134 40.57390527013558, -73.96029419572194 40.573901986728636, -73.96042008573862 40.573894736822915, -73.96069881888478 40.5738728462113, -73.96076841669553 40.57386657443312, -73.96116064155228 40.57383122794279, -73.9612991697513 40.57382068992861, -73.96150246839785 40.57493789673726)))",B169-ZN02A-BCH0169,B169,B,Coney Island,263213.510315,2504.49712253
"MULTIPOLYGON (((-73.9657453707718 40.57468713929846, -73.965485812466 40.57468706161065, -73.9651441453344 40.57469378803071, -73.96481256142843 40.574707353305406, -73.96480696569743 40.57469197693673, -73.96480136754772 40.574683436448396, -73.96480136844843 40.574681727253186, -73.96480024858275 40.57468001861514, -73.96479912989862 40.57467830907688, -73.96479801003358 40.57467659953823, -73.96479688971766 40.57467574549771, -73.96479464908691 40.574674035615594, -73.96479353748903 40.574672326079444, -73.96479241762086 40.57467062284442, -73.96479017699038 40.574668912962224, -73.96478905667522 40.57466805802113, -73.96478793799112 40.57466634938328, -73.96478569691035 40.57466549409861, -73.96478345746122 40.57466378421664, -73.9647823359652 40.57466292927507, -73.96478009651575 40.57466122029355, -73.96477785543526 40.57466036500874, -73.96477673630139 40.57465951006785, -73.964774495221 40.574658654782965, -73.9647722545914 40.57465694490041, -73.96477002177764 40.574656090518495, -73.96476778069794 40.574655234332944, -73.96476553961449 40.57465438535149, -73.96476329853442 40.57465353006639, -73.96476105818452 40.57465352937921, -73.96475881710454 40.574652674093954, -73.96475657602414 40.574651819709246, -73.96475433567436 40.574651819021916, -73.96475209459452 40.5746509637366, -73.96474985306372 40.57465096304882, -73.96474762025093 40.57465010776591, -73.96474425795476 40.5746501067341, -73.96474201760499 40.57465010604653, -73.96473977607421 40.57465010535856, -73.96473753454346 40.57465010467055, -73.96473529419373 40.57465010398285, -73.96473305266296 40.57465010329474, -73.96472969154779 40.57465010226285, -73.96472745001701 40.57465010157463, -73.96472521630194 40.57465095548655, -73.96472297477116 40.574650954798244, -73.96472073324037 40.57465095410989, -73.96471849243915 40.57465180801944, -73.96471625163834 40.57465266102845, -73.96471400892652 40.574652660339595, -73.96471176812516 40.57465351424908, -73.96470952614276 40.57465436815809, -73.9647072853446 40.574655215763826, -73.96470056811549 40.57465692289546, -73.96469832613283 40.574657776804266, -73.96469720491567 40.57465863105749, -73.96469496366217 40.57466033956421, -73.96469272167933 40.57466119347289, -73.9646904796969 40.57466204648108, -73.96468823889492 40.57466290039004, -73.96468711722574 40.57466460924075, -73.96468487524264 40.57466546314932, -73.96468375357375 40.57466717109943, -73.96468151985749 40.57466802501048, -73.96468039818805 40.57466973386112, -73.96467815693423 40.57467144146699, -73.9646770345384 40.574672290316464, -73.96467591404975 40.57467399916743, -73.96467367161421 40.57467570767335, -73.96467254994491 40.574677415623384, -73.96467142945647 40.5746791235738, -73.96467030660511 40.57468083332448, -73.96466918611657 40.57468254127486, -73.96466806444704 40.574684249224845, -73.96466806354292 40.57468595842004, -73.96466694187276 40.57468766727055, -73.96466582020595 40.57468936981735, -73.96466581930179 40.57469107901253, -73.96466469763149 40.57469278786303, -73.96466469672777 40.57469449615771, -73.9646624541164 40.57469876755607, -73.96465909375817 40.57471072368653, -73.96435438863205 40.57472088291673, -73.96404856448049 40.574742992749535, -73.96378194386872 40.57476853612764, -73.96352282845287 40.57479380120714, -73.96330449072818 40.57361892627478, -73.9633837433181 40.57361551516132, -73.96341885108173 40.573614003559165, -73.96347203792023 40.573611276584984, -73.96347794061379 40.5736109740844, -73.96360664837435 40.57360437446289, -73.96364819926231 40.573596867337926, -73.96379273084683 40.57357075454425, -73.96411001547881 40.573547083861165, -73.96433068333812 40.5735250294025, -73.96452298624104 40.57350543680318, -73.96473740177454 40.573496739815, -73.96475066678073 40.57349620177022, -73.96482517948668 40.57349132215386, -73.96496218802514 40.57348234977217, -73.96516525226032 40.57346388413464, -73.96534149840517 40.573448457425535, -73.96542379158097 40.57344299262593, -73.9657453707718 40.57468713929846)))",B169-ZN02B-BCH0167,B169,B,Coney Island,264982.988068,2131.21090964
"MULTIPOLYGON (((-73.96799990541815 40.57466348787479, -73.96785838144078 40.57469628869237, -73.9675290068652 40.574774783036055, -73.96714591285559 40.574742211108415, -73.96685131012848 40.57472163054119, -73.96651078440908 40.57470359423033, -73.9661680063635 40.574693240422135, -73.96582746776765 40.574687163748656, -73.9657453707718 40.57468713929846, -73.96542379158097 40.57344299262593, -73.96555917492712 40.573434002833686, -73.9657253808984 40.57341041917544, -73.96631934873389 40.57334897465875, -73.96641250143045 40.57335860872852, -73.96661030400172 40.57335125507371, -73.96696138120109 40.573337357924764, -73.9671445019173 40.573320145586656, -73.96732446146856 40.5732900590585, -73.96738606253652 40.57326994983905, -73.96746608965455 40.57324382489891, -73.96747511371116 40.57324087913668, -73.96747680705965 40.57323636618684, -73.96747145491406 40.57322905691435, -73.9674401894774 40.57318627674064, -73.96741287683011 40.57312888306577, -73.96738472209331 40.57306203183558, -73.9673782522505 40.57303645329847, -73.9673785483575 40.57300808235457, -73.9673937757965 40.57299347206371, -73.96740370276898 40.57298911724228, -73.96799990541815 40.57466348787479)))",B169-ZN03A-BCH0166,B169,B,Coney Island,303947.265732,2406.11399669
"MULTIPOLYGON (((-73.97005638988287 40.57423728645419, -73.96985812894046 40.574274021031734, -73.96948171321316 40.574346526439456, -73.9691915567336 40.57440538381713, -73.96885546614743 40.574474480489236, -73.96852273514314 40.574547850087136, -73.96814182847564 40.57463059784155, -73.96799990541815 40.57466348787479, -73.96740370276898 40.57298911724228, -73.96741238237212 40.572985309585135, -73.96743098593211 40.57298574441121, -73.9674518379589 40.57299606763166, -73.96746141417677 40.573011115409244, -73.96752390349906 40.57318436611049, -73.96753235548536 40.573192105806946, -73.96753827147978 40.57319348077884, -73.96756121514917 40.57319881296238, -73.9675712487253 40.57320114455184, -73.96787417471863 40.57318168467965, -73.96804907665963 40.57318615233267, -73.96819540771341 40.57317260672408, -73.96842528902744 40.573151068354356, -73.96858029456567 40.5731291065354, -73.96858307002867 40.57312871376522, -73.96891589730613 40.57303361435244, -73.96927619416407 40.572925511445725, -73.96942211073782 40.5728636528189, -73.96947168897795 40.57284263515297, -73.96947268710079 40.57283959614762, -73.96947770846484 40.57282430027013, -73.96948794400146 40.572847303288576, -73.97005638988287 40.57423728645419)))",B169-ZN03B-BCH0165,B169,B,Coney Island,300278.874863,2423.16525724
"MULTIPOLYGON (((-73.97185340550742 40.57394242278896, -73.97156430620461 40.573984893271465, -73.9713077637816 40.57402497756822, -73.97094815843359 40.57408211282142, -73.97060871390515 40.57414011210954, -73.97033761434517 40.57418616549437, -73.97015276656887 40.57421942981957, -73.97005638988287 40.57423728645419, -73.96949361574514 40.57286117107302, -73.96948794400146 40.572847303288576, -73.96947770846484 40.57282430027013, -73.96946970094524 40.57280748985021, -73.96946339339935 40.572797196978286, -73.96946210946875 40.57279510201669, -73.96945913447928 40.57279024739809, -73.96944058240234 40.572759974931145, -73.96940501712182 40.57270194376212, -73.96940437869917 40.57270090078454, -73.96937663503941 40.57265563122288, -73.96935355980108 40.572617979537256, -73.96927411118223 40.572460298962184, -73.96924344611695 40.57239943780252, -73.96923957250222 40.57238421879915, -73.96922944405743 40.572344424603415, -73.96923746764719 40.572326089368616, -73.96926352325818 40.57231539991111, -73.96927554656037 40.57231540312748, -73.96928556437659 40.57231846218713, -73.96931159869274 40.57235667030168, -73.96942371102173 40.572587437125904, -73.9694481981739 40.572636605982666, -73.96951580645265 40.57277235641915, -73.96953182617665 40.57279833720246, -73.96953502808296 40.57280023815862, -73.9695498569746 40.57280903841476, -73.96955705723958 40.57281178602266, -73.96956989208499 40.57281668467511, -73.9695939372686 40.57282280290264, -73.96968262933686 40.5728347384835, -73.96988934080571 40.572863091837434, -73.97008461997157 40.57285880593013, -73.9702768099724 40.572840658016645, -73.97042501119601 40.572828124943, -73.97058457065367 40.57281073085366, -73.97059607143152 40.57280947666559, -73.97077094823662 40.57278860660983, -73.97082706936645 40.57277919778589, -73.97091987387199 40.57276363863812, -73.97106102793848 40.572732164026384, -73.97118009840047 40.5726940198208, -73.97120620952789 40.572685655091604, -73.97133658069228 40.572638665000625, -73.97135534003196 40.57261439873996, -73.97136476459787 40.57260220798607, -73.9713721928395 40.57255811474817, -73.97185340550742 40.57394242278896)))",B169-ZN04A-BCH0164,B169,B,Coney Island,258916.249222,2517.96425982
"MULTIPOLYGON (((-73.97331169130267 40.57211312998812, -73.97328887593775 40.572046614634765, -73.97328278461318 40.57202885667271, -73.97324831867684 40.571928377113245, -73.9732449097168 40.57191843992999, -73.97322825302405 40.57176377543657, -73.97322332321501 40.571717995214065, -73.97322702364978 40.57169308756332, -73.97323431675453 40.571643998059166, -73.97325058087684 40.571631770921, -73.9737147908319 40.57371107776224, -73.97284811041507 40.57380582659475, -73.97252660410804 40.57384760743637, -73.97220509043007 40.57389194396554, -73.97188357560316 40.57393799509379, -73.97185340550742 40.57394242278896, -73.9713721928395 40.57255811474817, -73.97136726441968 40.572514679415455, -73.97128696121212 40.57233425366698, -73.97125771848282 40.57227641375995, -73.97118057116114 40.572123818537214, -73.97116731920768 40.57209760544119, -73.97114073981497 40.57204503153941, -73.97113470767931 40.57197907739715, -73.97114333325622 40.571962850308324, -73.97115263488139 40.57194535004669, -73.97118550331763 40.57193923292699, -73.97120067485805 40.5719422129656, -73.97121747378903 40.57195879853696, -73.97128444391807 40.572105077615184, -73.97139133811201 40.57233855720053, -73.97139149149312 40.572338891333374, -73.97146481237597 40.572499039061626, -73.97148745149596 40.572548488888835, -73.97151150936979 40.57258595488138, -73.9715157113736 40.57258837563303, -73.97154901453922 40.57260755695593, -73.97158297305026 40.57261866162586, -73.97161261576167 40.57262835409716, -73.97163168549652 40.57262655505709, -73.97166834161693 40.572623097984064, -73.97167421442866 40.572623345275545, -73.97170644206896 40.572625167774724, -73.97175591317205 40.57262638575109, -73.97180540460944 40.57262699675756, -73.97185490457058 40.57262699989062, -73.9719043988822 40.572626396047426, -73.97195387573338 40.572625185225014, -73.97196049511939 40.57262494189816, -73.97198871578718 40.5726239050749, -73.97200331976991 40.57262336832022, -73.97205272154314 40.572620944430255, -73.97210206451787 40.57261791445168, -73.97213475214585 40.572615503576145, -73.97214468314704 40.57261477115658, -73.97215133806338 40.57261428018312, -73.9722005291878 40.572610041621346, -73.97224962489851 40.57260520056458, -73.9722986110223 40.5725997579099, -73.97234747692883 40.572593714555474, -73.97239620844427 40.57258707319961, -73.97243824417906 40.572582637402654, -73.97248017149226 40.57257763783591, -73.97249688062578 40.57257541393964, -73.97252197739232 40.57257207449643, -73.97255897554713 40.572566637867865, -73.97256364770507 40.57256595098301, -73.97260517062006 40.572559267293016, -73.97260825314527 40.572558727713286, -73.9726465319632 40.57255202702529, -73.97268164223718 40.572545382304114, -73.97268772110417 40.57254423197856, -73.97272872268847 40.572535884850964, -73.9727695249048 40.57252698744083, -73.97281011476059 40.572517542447066, -73.9728504816249 40.57250755346931, -73.97289061014284 40.572497024106326, -73.97291325671611 40.572492835705205, -73.97293571809732 40.572488101538006, -73.97295797066519 40.572482825201476, -73.9729799931592 40.572477013894876, -73.97300176195752 40.57247067301591, -73.97302325580023 40.572463807962926, -73.97304445342677 40.57245642593529, -73.97306533239531 40.572448535032564, -73.97308587380732 40.57244014245472, -73.97312135484245 40.57242752090398, -73.97312720145962 40.572425333996925, -73.97324049314648 40.57238376520999, -73.97330116800329 40.5723579603856, -73.97334175586941 40.57232346440868, -73.97334705871297 40.57231073672322, -73.97335162275127 40.57229978019808, -73.97335361243877 40.57225888963616, -73.97333426254056 40.57217893206437, -73.97331169130267 40.57211312998812)))",B169-ZN04A-BCH0173,B169,B,Coney Island,269710.518234,3106.92396335
"MULTIPOLYGON (((-73.97542395260187 40.57141749211129, -73.97588343078982 40.573476136572076, -73.97458671254992 40.57361575081698, -73.9737147908319 40.57371107776224, -73.97355375340842 40.572989769253105, -73.97326093924822 40.57167817196741, -73.97325058087684 40.571631770921, -73.97327529263441 40.571630456503485, -73.97329538054254 40.57163914673578, -73.97329597428723 40.57163982136683, -73.97330975436104 40.57165547839027, -73.97332416005766 40.57167184607135, -73.97333858015504 40.57170836749673, -73.97334222413443 40.57178042562707, -73.97334400862952 40.571815721205944, -73.97335062357632 40.57186783160184, -73.97335769177533 40.57192350998099, -73.97336694026095 40.57196377008144, -73.97338086547344 40.572024384022946, -73.97340218716492 40.57212019127871, -73.97341460038548 40.57217596904773, -73.97340974705469 40.57221060300336, -73.97340666605245 40.57226669957314, -73.97341182524107 40.57228550642371, -73.97343339435676 40.57229994502303, -73.9734728058435 40.57231314231421, -73.97349020592065 40.57231640532964, -73.97361877051944 40.572340517657175, -73.97362560541278 40.57234172592964, -73.97363832839346 40.57234333268439, -73.97365116026779 40.572344318100754, -73.97366404789345 40.572344679464834, -73.97367694049007 40.5723444140635, -73.97368978373294 40.57234352278472, -73.97370252683855 40.57234201102015, -73.97371511666177 40.572339883260206, -73.97411259507872 40.57231983238592, -73.97423079917844 40.57231386957313, -73.9743592199693 40.572297970729586, -73.97446708886918 40.57228432209002, -73.97453942977137 40.57227410098193, -73.97461162443429 40.572263298057024, -73.97468366576994 40.57225191421456, -73.97475554550958 40.57223995035353, -73.97481350581663 40.572229813262595, -73.9748272542028 40.57222740917369, -73.97489878358074 40.57221429157415, -73.9749701253744 40.572200599354446, -73.97504127131499 40.5721863334137, -73.97511221313349 40.572171495551466, -73.97518294137953 40.572156088467715, -73.97528207508472 40.572130960889076, -73.97538104470713 40.57210544236203, -73.97539669264269 40.57210133932202, -73.97544240135447 40.572066024221556, -73.9754679609184 40.57203640602334, -73.97547348404471 40.57201759164029, -73.97547830007487 40.57200118871108, -73.97548406431484 40.57197859577741, -73.97546142524688 40.571834680796606, -73.97545756901575 40.57181016679038, -73.97545209840953 40.57178250780678, -73.97541206327286 40.571580115324515, -73.97540254295592 40.571511579754116, -73.97541143510013 40.57143550893218, -73.97541710204285 40.571407677627626, -73.97542153212413 40.57140664747478, -73.97542395260187 40.57141749211129)))",B169-ZN04B-BCH0163,B169,B,Coney Island,308834.818787,3224.78326019
"MULTIPOLYGON (((-73.7933420010209 40.86719245920087, -73.7932881398653 40.86725414994571, -73.79316055212038 40.86739655825381, -73.79304765252935 40.86752106127704, -73.79298216656173 40.86759440139518, -73.79283096205552 40.8677350632304, -73.79252403469197 40.86802149926943, -73.79249273264695 40.86805049913716, -73.7919052407813 40.86771764610443, -73.79191070866764 40.867709092291825, -73.79199374071132 40.86755091759757, -73.79209027661838 40.86735727520187, -73.79217197116718 40.86719447753927, -73.79220801082026 40.867086451048564, -73.79221945683189 40.86705214492398, -73.79229250478562 40.86682661146256, -73.79232477391548 40.86669517256522, -73.79240670211742 40.8667352252728, -73.7933420010209 40.86719245920087)))",X039-ZN19-BCH0140,X039,X,Orchard Beach,101235.069519,1320.02751776
"MULTIPOLYGON (((-73.79124737822639 40.86858583901325, -73.79131687720123 40.86851643508794, -73.79140870844921 40.86840370112948, -73.79159253838128 40.86816008839022, -73.79172223047773 40.86799611435455, -73.79181750885948 40.86785488753361, -73.7919052407813 40.86771764610443, -73.79249273264695 40.86805049913716, -73.79222048834471 40.868302814973724, -73.79212910513921 40.86838123446268, -73.79194748906352 40.86853037879656, -73.79179745676684 40.86865481362228, -73.7917049560936 40.8687306616544, -73.79159798933534 40.86881252578259, -73.79124737822639 40.86858583901325)))",X039-ZN16-BCH0139,X039,X,Orchard Beach,59881.9358063,1067.65371713
"MULTIPOLYGON (((-73.9776420218645 40.571509861785465, -73.97761801141301 40.57140634989939, -73.97758001064086 40.5712425262365, -73.97758403265753 40.5712186424041, -73.97758680556854 40.57121490216545, -73.97760145934005 40.57119513760532, -73.97761274721272 40.571190140992954, -73.97761824341113 40.571214435519565, -73.97807597012854 40.57323765776502, -73.97691452696769 40.57336511291127, -73.97588343078982 40.573476136572076, -73.97542395260187 40.57141749211129, -73.97542153212413 40.57140664747478, -73.97544083385995 40.57140215978568, -73.9754431002755 40.57140163256272, -73.97545903677593 40.57140879604043, -73.97547244990155 40.57142803771518, -73.97549447261643 40.57150377384204, -73.97555482432799 40.57175619476866, -73.97555786358515 40.571773686306386, -73.97557944836261 40.57189792187906, -73.97556959687489 40.57195933196512, -73.9755824398057 40.57198486727172, -73.97562629505666 40.57201530711474, -73.97567477086541 40.57203101713695, -73.97568574650086 40.57203457473192, -73.97582009849323 40.572054079637496, -73.9758338794461 40.57205612132523, -73.97588197250006 40.57206258729373, -73.97593020396499 40.57206841389861, -73.97597814366104 40.57207118584252, -73.97602614145873 40.572073313903445, -73.97607418200471 40.57207479717757, -73.97612225112643 40.57207563476133, -73.97616247071049 40.57207579620344, -73.97617033110788 40.57207582755158, -73.97621841013894 40.57207537374483, -73.97626647050318 40.57207427513843, -73.97634018741095 40.57206874221244, -73.97641381949678 40.57206258966073, -73.9764873455007 40.57205582018079, -73.97659236323084 40.57203745831735, -73.97669723935553 40.57201861995158, -73.97680196796811 40.571999304182164, -73.97690654552301 40.571979512809946, -73.97701096729406 40.57195924673477, -73.97711522855505 40.57193850685669, -73.97721932457983 40.571917294075746, -73.97732324946132 40.571895609291744, -73.97738328863417 40.571878773211886, -73.97744303510449 40.57186133729377, -73.97750247469764 40.571843306938106, -73.97755692210276 40.57182615628962, -73.97765619010741 40.57179081383762, -73.9776791779217 40.57177810199753, -73.97768373485142 40.57177558231432, -73.9776941537593 40.57176315619675, -73.97769665238582 40.571749768581405, -73.97767903374042 40.57167239748139, -73.97766796801113 40.571623803918854, -73.9776420218645 40.571509861785465)))",B169-ZN04B-BCH0162,B169,B,Coney Island,317931.286102,3190.61282968
"MULTIPOLYGON (((-73.9802080791667 40.57300679828259, -73.9795369500833 40.57307861099556, -73.97931290796913 40.57310334429939, -73.97908998696546 40.5731263636721, -73.97807597012854 40.57323765776502, -73.97761824341113 40.571214435519565, -73.97761274721272 40.571190140992954, -73.97762633352406 40.57118412723422, -73.97763389416879 40.571183235386016, -73.9776825541535 40.57117749229792, -73.97805072199255 40.57120756061407, -73.97806725319258 40.57120973943927, -73.97807811059803 40.57122088640578, -73.97807961633686 40.57122794410537, -73.97806991389905 40.57124193370617, -73.97806204359684 40.571243590969935, -73.97782550402839 40.57124133206368, -73.97782001741687 40.57124127967451, -73.97774075914583 40.57124052321207, -73.97771337729652 40.571246059732125, -73.97770347987917 40.57124957255951, -73.97770119394316 40.57125204225512, -73.97769539699776 40.57125830517963, -73.97768976325023 40.57130630925747, -73.9777042919504 40.57138525567701, -73.97772131975005 40.571477777088205, -73.97772416774096 40.57149325225704, -73.97775156407242 40.571635997935246, -73.97776310930922 40.571727216117495, -73.97776364994004 40.57173149011231, -73.97776768652614 40.57174533105749, -73.97778184106213 40.57176744617961, -73.97780203979828 40.5717785679622, -73.97781030490562 40.57178311810922, -73.97784454010127 40.57179506027122, -73.97791045527623 40.571810851058025, -73.97793469369608 40.57181593737708, -73.97800582124579 40.57182924996578, -73.97807723846311 40.57184162602002, -73.97814892527096 40.57185306013233, -73.97822622924521 40.57186278336729, -73.97830365625096 40.571871920331894, -73.97836538097572 40.57187872643187, -73.9783811944769 40.57188047012314, -73.97845269794598 40.571889438374754, -73.97852435519489 40.57189766818039, -73.97859615086917 40.57190515863633, -73.97863368127267 40.57190552493233, -73.97867121421471 40.57190533919493, -73.97870873434209 40.57190460142126, -73.9787462298444 40.571903311609105, -73.97878368536806 40.57190147065629, -73.97882108792147 40.57189907946088, -73.9788493043704 40.57189514126204, -73.97887736983981 40.57189061768744, -73.9789052642515 40.57188551323615, -73.97893296398492 40.57187983060553, -73.97893577011729 40.5718791917476, -73.97896045250481 40.57187357429539, -73.97898770500889 40.57186674970436, -73.97901470496187 40.57185936133236, -73.979029365425 40.571855002768594, -73.97904142992311 40.57185141547902, -73.97919188168947 40.57181626743567, -73.97943204632251 40.571750010458615, -73.9794835267975 40.57172844579474, -73.97958033353595 40.571678287609245, -73.97960402349234 40.571665950127006, -73.97968050170371 40.571626119965494, -73.97978014247114 40.57157964976106, -73.97982948908952 40.57154519805788, -73.97984697779194 40.57153298821143, -73.9798479395519 40.57152750328422, -73.97985289503335 40.571499258295766, -73.97984776085995 40.571466099175254, -73.97983733669895 40.57144654875586, -73.97981044986967 40.57141262757157, -73.97975068720064 40.571362202977824, -73.97973969969085 40.571354616821374, -73.97972243563345 40.57134269623118, -73.9797117540355 40.57133885810989, -73.97968636664785 40.5713297349101, -73.97963640758368 40.571320342597296, -73.97944732993257 40.571297700350584, -73.97941449064585 40.571289352910014, -73.97939625584868 40.5712777067568, -73.97938760957939 40.571256792320156, -73.97938568763551 40.571224168666234, -73.97940558216804 40.571207261280854, -73.9794543974162 40.571199255351964, -73.97950830638872 40.57120931483703, -73.9796768623682 40.571240769491794, -73.97969884070325 40.57124487076551, -73.97974023377876 40.571252381245245, -73.97978956672684 40.57128189562764, -73.97987329463665 40.571350206122126, -73.97989002943491 40.57137072840898, -73.97992050837898 40.57152751599184, -73.9802080791667 40.57300679828259)))",B169-ZN05A-BCH0161,B169,B,Coney Island,305365.129929,3368.38810179
