the_geom,SYSTEM,GISPROPNUM,BOROUGH,NAME,SHAPE_STAr,SHAPE_STLe
"MULTIPOLYGON (((-73.8106959117448 40.58447556824112, -73.8103663960185 40.58455557958374, -73.80939775325147 40.584910113093365, -73.80885664722102 40.5840220495303, -73.8087904151611 40.58391334762178, -73.80887161472869 40.58390697372516, -73.80890962373286 40.5839043686888, -73.8089475494915 40.58390113403389, -73.8089853742862 40.5838972697311, -73.80902307920701 40.58389277935115, -73.8090606465331 40.58388766376528, -73.80909805971685 40.583881926548216, -73.80913529985104 40.58387557037032, -73.8091723503934 40.58386859700527, -73.8092091924316 40.58386101092452, -73.8092648285216 40.58385280315182, -73.80932031036689 40.58384400615237, -73.80937562497326 40.58383461990483, -73.80943076288237 40.58382464709526, -73.80944745711747 40.58382144009498, -73.80948571345738 40.5838140895074, -73.80954046605876 40.58380294982543, -73.80959500887113 40.5837912289306, -73.80959722852336 40.58379072651352, -73.80961610738768 40.58378645238387, -73.80964933361727 40.5837789295111, -73.80972567649063 40.58376036285088, -73.80980226214058 40.583742386386355, -73.80987908346933 40.583725004607786, -73.80995613221319 40.58370821660055, -73.81003340127691 40.583692025954576, -73.81011088002938 40.58367643355233, -73.81016234104321 40.583662618075145, -73.8106959117448 40.58447556824112)))",Q163-ZN05B-BCH0072,Q163,Q,Rockaway Beach,137558.4142,1518.81347589
"MULTIPOLYGON (((-73.81135631896737 40.58364324128244, -73.81140473848806 40.583713819330974, -73.81175143829968 40.58421916949313, -73.81144605023891 40.58429341686889, -73.8106959117448 40.58447556824112, -73.81016234104321 40.583662618075145, -73.810321724072 40.5836198271702, -73.81046852979955 40.58357209032187, -73.81061610230238 40.58351712602945, -73.81061616030898 40.58351708019828, -73.8106180025997 40.583512608522256, -73.81061900678685 40.58350795445912, -73.81061904220186 40.58350671179189, -73.8106190946853 40.583504864899986, -73.81061914181844 40.58350323862811, -73.81061840506433 40.5834985555801, -73.81061681043542 40.5834939980922, -73.81061439074615 40.58348965717152, -73.81059517116036 40.583444199366184, -73.81057665250691 40.583398571613095, -73.81055883948608 40.5833527820251, -73.81054173326498 40.58330683510706, -73.81052533736275 40.58326073896982, -73.81050965294627 40.58321449811824, -73.81049468235358 40.58316812066122, -73.81048042793019 40.58312161200604, -73.81046689201904 40.583074978460544, -73.81045407577949 40.583028227231075, -73.81044198155693 40.582981363724905, -73.81042878258116 40.582902599967895, -73.81041475389448 40.582831945876, -73.81042181114654 40.582805344280274, -73.81044106105072 40.58278674776371, -73.81046553300223 40.58277348196643, -73.81048996600568 40.58277352226978, -73.81050915665905 40.5827762149759, -73.81053355191497 40.582789561377794, -73.81063136866841 40.58308226296402, -73.81065121982972 40.58313614442386, -73.81067688678348 40.58320802076499, -73.81070179505254 40.58328005254134, -73.81072594346875 40.5833522343483, -73.81074932968035 40.583424561679834, -73.81077195369768 40.58349703003379, -73.81079381316897 40.58356963490414, -73.81082218152625 40.583578209596105, -73.81085081241228 40.583586259706756, -73.81087969048674 40.58359377980737, -73.81090879803943 40.58360076716718, -73.81093811855146 40.58360721545504, -73.81096763549108 40.58361312284264, -73.81099732996947 40.58361848569658, -73.81102718664361 40.58362329948886, -73.81105718543844 40.583627562385345, -73.8110873121844 40.58363127256155, -73.81111754681137 40.58363442638223, -73.81114787278507 40.583637022919675, -73.81117827120883 40.58363906124218, -73.81120872555341 40.583640538621, -73.81123921928193 40.58364145502884, -73.81126973113533 40.58364180953035, -73.81131114912397 40.583642822208866, -73.81134545012348 40.58364318021141, -73.81135631896737 40.58364324128244)))",Q163-ZN05B-BCH0073,Q163,Q,Rockaway Beach,104042.51767,1769.63186031
"MULTIPOLYGON (((-73.81246944848795 40.583576258842854, -73.81270969554521 40.58398657723476, -73.81237434058444 40.58406773208297, -73.81175143829968 40.58421916949313, -73.81140473848806 40.583713819330974, -73.81135631896737 40.58364324128244, -73.81139402190942 40.58364310776579, -73.81143544953511 40.58364238150004, -73.8114768528116 40.58364107524087, -73.81151821755886 40.58363919076602, -73.81155952960461 40.58363672715176, -73.81160077595 40.583633686177926, -73.8116419424176 40.58363006872188, -73.81168117523754 40.58362606355721, -73.81168301364883 40.58362587565895, -73.81172397782606 40.583621108771084, -73.81176482076935 40.58361576983612, -73.81180552829876 40.58360986063205, -73.81187156689488 40.583601025660904, -73.81193745020619 40.58359154201906, -73.81200316878153 40.58358140969141, -73.8120464321407 40.583574295177876, -73.81207437604955 40.58356964194376, -73.81213406207584 40.58355921060536, -73.81219921552538 40.583547145613835, -73.81226415932021 40.58353444177008, -73.81232888282817 40.58352109905703, -73.81238306800495 40.58350734827139, -73.8124234046287 40.58349761911313, -73.81246944848795 40.583576258842854)))",Q163-ZN06A-BCH0078,Q163,Q,Rockaway Beach,58920.1391907,1013.38602808
"MULTIPOLYGON (((-73.81342407657891 40.58348513900859, -73.81359347187663 40.58376911918646, -73.8130952166318 40.583894655293804, -73.81307964916958 40.58385362723204, -73.81271528859834 40.583940159748856, -73.81273197677643 40.583981189686654, -73.81270969554521 40.58398657723476, -73.81246944848795 40.583576258842854, -73.8124234046287 40.58349761911313, -73.81243751600202 40.583494215649885, -73.81249221618286 40.58348170387643, -73.81254715318634 40.583469815627126, -73.81260231755701 40.58345855358785, -73.81265769629621 40.583447920438616, -73.81271327758877 40.58343791796092, -73.81271576390809 40.58343750056771, -73.81276904725487 40.58342854883291, -73.8128051356928 40.58342705873218, -73.81284117498254 40.58342498229779, -73.812877147401 40.58342232130201, -73.81291303759221 40.58341907571984, -73.81294882901165 40.58341524822602, -73.81298450511976 40.58341083969425, -73.81302004937451 40.58340585189878, -73.81305544641008 40.583400288416826, -73.81309067968685 40.58339415012215, -73.81312573383907 40.583387440592034, -73.81316059231966 40.58338016340177, -73.81321570997515 40.583365691518416, -73.81323254849714 40.583361044262446, -73.81326633900991 40.58335171930961, -73.81327052351749 40.58335056533273, -73.81332502112375 40.583334788428, -73.8133329569254 40.58333238250927, -73.81342407657891 40.58348513900859)))",Q163-ZN06A-BCH0030,Q163,Q,Rockaway Beach,45365.3349609,920.007169155
"MULTIPOLYGON (((-73.81425122656205 40.58324094908668, -73.8144402116057 40.583557755031876, -73.81384302194839 40.583706243845, -73.81359347187663 40.58376911918646, -73.81342407657891 40.58348513900859, -73.8133329569254 40.58333238250927, -73.81337918860872 40.58331836438374, -73.81343301414454 40.58330129858438, -73.81348648354862 40.58328359370893, -73.81353958381199 40.58326525513992, -73.81359230193078 40.58324628645886, -73.81364347269934 40.583227745695226, -73.81369499029712 40.5832097719019, -73.81374684526101 40.58319237046621, -73.81379902577045 40.583175544970715, -73.81385152118634 40.58315929899978, -73.81390432087437 40.58314363433683, -73.81395741300685 40.58312855726598, -73.8140107857735 40.58311406776763, -73.81406442971132 40.58310017122933, -73.81411833182403 40.58308686943067, -73.81415191355758 40.58307565007415, -73.8141525093747 40.58307546372856, -73.81425122656205 40.58324094908668)))",Q163-ZN06A-BCH0029,Q163,Q,Rockaway Beach,45641.6749115,861.627774823
"MULTIPOLYGON (((-73.81481641892448 40.58306847601467, -73.81502199990906 40.583413099776344, -73.8144402116057 40.583557755031876, -73.81425122656205 40.58324094908668, -73.8141525093747 40.58307546372856, -73.81418583022425 40.58306503550226, -73.81422006645494 40.583055031093004, -73.81425459979367 40.58304564221301, -73.81428941369036 40.58303687423832, -73.8143244880513 40.58302873253947, -73.81435980396923 40.583021220687655, -73.81439534016944 40.58301434405156, -73.81441400071178 40.58301108637553, -73.81444335410215 40.58300572883017, -73.81448706350102 40.58299726603157, -73.81454326469874 40.582987099774456, -73.81459966952542 40.582977608312255, -73.81465626261537 40.58296879612251, -73.81471302979658 40.58296066318205, -73.81474676923551 40.58295171863413, -73.81481641892448 40.58306847601467)))",Q163-ZN06A-BCH0028,Q163,Q,Rockaway Beach,32276.6047821,719.104134623
"MULTIPOLYGON (((-73.8153969711644 40.58286279724557, -73.81561225643823 40.58322369183568, -73.81513242821556 40.58334359483136, -73.81515024928176 40.58338120784526, -73.81502199990906 40.583413099776344, -73.81481641892448 40.58306847601467, -73.81474676923551 40.58295171863413, -73.81475343225489 40.58294995173945, -73.81479358106739 40.58293870135942, -73.8148334644092 40.58292691652577, -73.81487307164444 40.58291459902266, -73.814912388581 40.58290175513122, -73.81495140458301 40.582888386635624, -73.81499010664211 40.58287449891844, -73.81502221399097 40.58286244935038, -73.81502848411496 40.5828600964655, -73.81506652399838 40.58284518285821, -73.81509039774669 40.5828326418388, -73.8151146776998 40.58282056343778, -73.81513934848326 40.582808954834405, -73.81516439472014 40.582797824108376, -73.81518980104111 40.582787176637936, -73.81521555088821 40.5827770205009, -73.81524162770842 40.58276736197411, -73.81526801613002 40.58275820733629, -73.81529469724029 40.582749561960036, -73.81532165567006 40.582741431223496, -73.81532415571905 40.58274073193141, -73.8153969711644 40.58286279724557)))",Q163-ZN06A-BCH0027,Q163,Q,Rockaway Beach,32584.1956482,748.534366043
"MULTIPOLYGON (((-73.8172053459758 40.58235765248986, -73.81743356448133 40.58274020027777, -73.81729174964042 40.58278159534308, -73.8166560132637 40.582966790617675, -73.8166148537368 40.582978883827394, -73.816393420639 40.582607711695125, -73.81631204676836 40.58247130866623, -73.81632588372698 40.58246660752997, -73.81668603934563 40.582348360157056, -73.81674244833947 40.58232843235786, -73.81678127721646 40.58231413089866, -73.81681338634985 40.58230207543009, -73.81685396320049 40.58228650879307, -73.81686376316429 40.582282597221514, -73.81690904186942 40.58226452379172, -73.81696364753223 40.582241865317634, -73.81698770700197 40.582229011717644, -73.81701230222727 40.582216760517106, -73.81703740600312 40.582205126080765, -73.81706299349665 40.582194119175064, -73.81708903514568 40.58218375235999, -73.81709934498215 40.58217996765374, -73.8172053459758 40.58235765248986)))",Q163-ZN06B-BCH0025,Q163,Q,Rockaway Beach,51156.6557465,914.305201685
"MULTIPOLYGON (((-73.81807501974232 40.582145465066596, -73.81828288983687 40.582493892246994, -73.81815733668074 40.5825309852715, -73.81813842001294 40.582483977605435, -73.81809693446473 40.58249672281031, -73.81811697545903 40.58254202936893, -73.81811361395364 40.582542024047406, -73.81773127574718 40.58265331115686, -73.81743356448133 40.58274020027777, -73.8172053459758 40.58235765248986, -73.81709934498215 40.58217996765374, -73.81711550611992 40.582174035501474, -73.81724105517439 40.58214272498327, -73.81729699096559 40.58213287754516, -73.81736527841313 40.58212195197397, -73.81741040650503 40.582115244543424, -73.81746164747477 40.58211093410112, -73.81750406711787 40.5821068563685, -73.81754959243709 40.58209957317775, -73.81764649133312 40.58207919592656, -73.81768435574241 40.58206890807599, -73.8177291733418 40.58205692925032, -73.81783878051345 40.58203632435281, -73.81790937371817 40.582024825777694, -73.81796149831945 40.582013490611025, -73.81799014982609 40.58200320697326, -73.81807501974232 40.582145465066596)))",Q163-ZN06B-BCH0024,Q163,Q,Rockaway Beach,52647.0522766,965.368504469
"MULTIPOLYGON (((-73.81907722409491 40.5822238642669, -73.8190577801089 40.58223003376616, -73.81907562736876 40.58225824742644, -73.81833561214162 40.58247830827512, -73.81828288983687 40.582493892246994, -73.81807501974232 40.582145465066596, -73.81799014982609 40.58200320697326, -73.81799591228481 40.582001138588936, -73.81799983963431 40.581999803026896, -73.81793861403608 40.581859642748455, -73.8178664919741 40.581699006116615, -73.81785466865979 40.58167268661679, -73.81785467607925 40.58166996614018, -73.81785468597187 40.58166633883796, -73.81786064644892 40.58166181323944, -73.81786540399106 40.58166182078155, -73.81787016271436 40.58166182832531, -73.8178749078897 40.581666370895306, -73.81793757298135 40.58180522682886, -73.81802622215683 40.58199082875237, -73.81803727950025 40.58198706765911, -73.81807979625628 40.581974180024346, -73.81813656692503 40.581961698561315, -73.81818209603804 40.58195295987655, -73.81824081593665 40.58193902709756, -73.81828598724307 40.58192938187668, -73.81833580980303 40.58191713606995, -73.81838063121458 40.58190367473096, -73.81841964490053 40.58189459696059, -73.81850246720062 40.5818726820555, -73.8186008229712 40.581846656402824, -73.8186606990521 40.58183096830914, -73.81870632002475 40.58181487316682, -73.81875547807896 40.58179499597493, -73.81879716276084 40.58177830114041, -73.81888791390888 40.58192268234388, -73.81907722409491 40.5822238642669)))",Q163-ZN06B-BCH0023,Q163,Q,Rockaway Beach,46695.2238312,1121.90210053
"MULTIPOLYGON (((-73.81972797616814 40.58166291859332, -73.81992237279772 40.581974242523955, -73.81989643379075 40.58198791236936, -73.8199176462901 40.58201528197853, -73.81934359237029 40.58218179660809, -73.81911598592885 40.58224806389087, -73.81910598932471 40.58221473500425, -73.81907722409491 40.5822238642669, -73.81888791390888 40.58192268234388, -73.81879716276084 40.58177830114041, -73.81880579080307 40.581774845922645, -73.81884445453956 40.58176192401223, -73.81888736705324 40.58174846036636, -73.81893563577634 40.58173854511252, -73.81897886272505 40.581728896555155, -73.81901752238474 40.5817174568455, -73.81906234746496 40.58170254089745, -73.81911925024438 40.581681248413226, -73.81913989270942 40.58166991717543, -73.81916676323252 40.581654221883035, -73.81918750732699 40.58164155621748, -73.81922001738192 40.58162771856721, -73.81938423196002 40.58158200139634, -73.8194453045063 40.58156310259954, -73.81950602315399 40.5815418438368, -73.81955513740168 40.58152490284864, -73.81960509070436 40.58150384685364, -73.8196247072603 40.58149753344858, -73.81972797616814 40.58166291859332)))",Q163-ZN06B-BCH0021,Q163,Q,Rockaway Beach,49497.9141083,904.890504826
"MULTIPOLYGON (((-73.82045009827799 40.58147042193399, -73.82064345946428 40.58179451428334, -73.82061281535923 40.58180367971972, -73.82062841909956 40.581832744235, -73.81995465592821 40.58200252369952, -73.8199368208147 40.58196662600865, -73.81992237279772 40.581974242523955, -73.81972797616814 40.58166291859332, -73.8196247072603 40.58149753344858, -73.81970752965807 40.58147087730792, -73.81975274490307 40.58145832198096, -73.81981611410673 40.58144176075303, -73.81986017972653 40.581428023892094, -73.8200296699589 40.581361508323674, -73.82008933051647 40.58133171061112, -73.82014778737303 40.58130808678902, -73.820202311448 40.581287394297746, -73.82024907217998 40.5812754175307, -73.82028599073246 40.58126824136155, -73.82031035976277 40.58126024678744, -73.82032051110346 40.581256864079464, -73.82032227400244 40.581256174332125, -73.82045009827799 40.58147042193399)))",Q163-ZN07A-BCH0022,Q163,Q,Rockaway Beach,45323.2509155,857.892468063
"MULTIPOLYGON (((-73.82141922118039 40.58124812290898, -73.82162128545137 40.58158678143692, -73.82152414853364 40.5816112077306, -73.82150407463902 40.58157700969919, -73.82146484229473 40.581585487525885, -73.8214804406855 40.581617114813426, -73.82092326081649 40.581759750087755, -73.82066990054902 40.581824270204294, -73.82065542206084 40.58179093535713, -73.82064345946428 40.58179451428334, -73.82045009827799 40.58147042193399, -73.82032227400244 40.581256174332125, -73.8203572706656 40.581242484333124, -73.8203920743689 40.58123246546542, -73.820430295678 40.58122308319738, -73.82051608119806 40.58119760809259, -73.82055858908568 40.581187655241294, -73.82059756153627 40.58118003101658, -73.82062612383943 40.58117497053254, -73.82066279436374 40.58116643676285, -73.82082541272024 40.58112452966902, -73.82084091689563 40.58112155869834, -73.82091535228061 40.58110729515224, -73.82098638957555 40.581090827179445, -73.82102925799617 40.58108027226416, -73.82107558063456 40.58107035308034, -73.82111730053819 40.58105864277009, -73.82114980601496 40.58104625891612, -73.82118111579236 40.58103711328363, -73.82122509317043 40.581029221075, -73.82127101059564 40.58102284294977, -73.82128403933473 40.581021556554234, -73.82141922118039 40.58124812290898)))",Q163-ZN07A-BCH0020,Q163,Q,Rockaway Beach,63529.7419586,1042.39600796
"MULTIPOLYGON (((-73.82426209804748 40.58018853360588, -73.82428137431255 40.580168937931525, -73.82430832577276 40.58015994867709, -73.8244204275137 40.580146779662684, -73.82444940682771 40.58013331966221, -73.82447111857483 40.58012311025551, -73.82457745418391 40.580307323024364, -73.8248181079582 40.58072422209934, -73.8238134098732 40.58101511528629, -73.82379110119192 40.58097835043031, -73.82375297683029 40.580991957430086, -73.82376969359765 40.581024441622155, -73.82328983029316 40.58116378853976, -73.82326641258568 40.58112531357899, -73.82323273837802 40.58114832603861, -73.82324835559244 40.581173118125044, -73.82278759132608 40.5812937001566, -73.8223952120504 40.58139388560697, -73.82237514684967 40.58135627564919, -73.82233702316259 40.581369883080924, -73.82235261619098 40.58140321853912, -73.82180778441406 40.58153989590058, -73.82162128545137 40.58158678143692, -73.82141922118039 40.58124812290898, -73.82128403933473 40.581021556554234, -73.82130413889178 40.5810195724413, -73.82145231432453 40.58099339849535, -73.82149621855001 40.580988990203515, -73.82151369328858 40.5809871460599, -73.82156412889195 40.58098102788442, -73.82161581039082 40.58097320332384, -73.82166213286783 40.580963283903486, -73.82171660126839 40.580949892070635, -73.82176412435946 40.58093530794772, -73.82180937824309 40.580921269606435, -73.82187390774968 40.58090149776898, -73.82191796871197 40.58088921446121, -73.82204392215334 40.580852876192324, -73.82215086335906 40.58083198929468, -73.82219718565864 40.58082206965849, -73.82223040661631 40.58081144353199, -73.82225445240337 40.580798717583804, -73.82227320750172 40.58078573580182, -73.82229500645386 40.580778468958705, -73.82232512687378 40.58076921041037, -73.82235350226246 40.58076681116231, -73.82237870400577 40.58076619184289, -73.82243517049871 40.58075903259587, -73.82246794662784 40.5807530992536, -73.8224964808192 40.58074471712242, -73.82251396292712 40.580736509723074, -73.82253585103967 40.580723231062024, -73.82255587386531 40.580706957969355, -73.82257581786807 40.58069367629803, -73.8225983718603 40.580686712239554, -73.82261572530592 40.580686024916744, -73.8226346267505 40.580685944233934, -73.82266937834076 40.580681524065575, -73.82270933038997 40.58067085325776, -73.82273790906989 40.580659479588704, -73.82277120582613 40.58064693170093, -73.82278053368654 40.580643561013304, -73.82280017775247 40.580636463651416, -73.82282998875965 40.58062179773685, -73.82286847909387 40.58060601953906, -73.82290296589152 40.58059319968799, -73.82293268894756 40.58058451670444, -73.82302205980692 40.580563903591994, -73.82305733308897 40.58055289676399, -73.82308948128629 40.580539167326336, -73.82311999875382 40.5805293058289, -73.82314924844204 40.580522735594556, -73.82317805639444 40.580519733456576, -73.82320880828786 40.58051678833428, -73.82324977832688 40.580516357883155, -73.82327775512726 40.58051456204654, -73.82329159151145 40.58051152424266, -73.82330109663961 40.58050943703467, -73.82331980699455 40.58049942044446, -73.82334494599708 40.580481398156195, -73.82337202226704 40.58046639830367, -73.82340928286983 40.58045240197579, -73.82344808229746 40.58044203081575, -73.82347922859479 40.5804399930566, -73.82351032918994 40.5804409467655, -73.82353676429985 40.58043703496359, -73.8235629648535 40.580426232872696, -73.82358801591012 40.580414194390016, -73.82361434496809 40.580395872194, -73.82364221559402 40.58037969290806, -73.82367440426003 40.58036442617145, -73.82376525070873 40.58033003580103, -73.82379493692166 40.580321352538036, -73.82383211063166 40.58031336784992, -73.8238617967548 40.58030471248583, -73.82389116680255 40.58029364051891, -73.82391943464935 40.580276830506044, -73.8239417549477 40.580262976803695, -73.82396157403814 40.580255705710066, -73.82398729335651 40.58024998084994, -73.82401685618697 40.58024730835019, -73.82404915076026 40.580246479800685, -73.82407831242466 40.58024589318898, -73.82411385813164 40.58024029321069, -73.8241604215699 40.58023451827279, -73.82419042215646 40.5802297607807, -73.82422613291408 40.58021663982905, -73.82424841254323 40.5802042952861, -73.82426209804748 40.58018853360588)))",Q163-ZN07A-BCH0019,Q163,Q,Rockaway Beach,212724.093567,2450.22145389
"MULTIPOLYGON (((-73.8259725655156 40.57986222022289, -73.82620377443261 40.58029032264539, -73.82617576100564 40.58030035894925, -73.82619025603411 40.580326002636916, -73.82589874547936 40.58041525091813, -73.82587533174967 40.580372509803524, -73.82580469841206 40.580392897796116, -73.82582812218288 40.58043222684838, -73.82552764615087 40.58052145969614, -73.82550533997295 40.58048298687901, -73.8254672218886 40.5804948861595, -73.82548616323197 40.58053420757136, -73.82488971806029 40.580704987974045, -73.82487075013597 40.58067591890888, -73.82483598391309 40.5806886776882, -73.82484936249188 40.58071517444153, -73.8248181079582 40.58072422209934, -73.82457745418391 40.580307323024364, -73.82447111857483 40.58012311025551, -73.82448000903814 40.580118929189034, -73.82451620462592 40.580099249458144, -73.82454943114449 40.58007229073444, -73.82456579918319 40.5800590870057, -73.82457143786483 40.5800545380548, -73.82459970543921 40.580037727874185, -73.82462071335895 40.580030156805755, -73.8246400945495 40.58002497144496, -73.82476145819484 40.57998071837767, -73.82482328897763 40.579959787194774, -73.8248763211482 40.579944496968764, -73.82492665308266 40.57992884599533, -73.8249636402253 40.57990944199003, -73.82499868605392 40.57988852483408, -73.82504066231566 40.57987489266902, -73.82507739670964 40.57986899162642, -73.82511131660964 40.57986577705884, -73.82515043002508 40.57985930417834, -73.82518958274514 40.579851349078915, -73.82523063895997 40.57984490614298, -73.82526388755856 40.57983688710463, -73.82529595120903 40.57982763073341, -73.82533166540854 40.579813028078554, -73.82535992874054 40.57979772788628, -73.82538414932334 40.57978689445429, -73.82540947386062 40.57978026364755, -73.82557281261113 40.579722376506346, -73.82562433704246 40.57970494309633, -73.82567661773369 40.57968781248688, -73.82571070115903 40.579677104715465, -73.82577249081251 40.57965768224087, -73.82583740943576 40.5796395008983, -73.82585036340184 40.57963595175119, -73.8259725655156 40.57986222022289)))",Q163-ZN07B-BCH0012,Q163,Q,Rockaway Beach,109080.252151,1434.35388569
"MULTIPOLYGON (((-73.83552277366061 40.57691312044488, -73.83597188873581 40.57766557551463, -73.83597024369585 40.57766598920877, -73.83596800114991 40.57766684060586, -73.83596463660864 40.577667690400844, -73.83596239288148 40.57766854179613, -73.83596014915426 40.57766939319134, -73.83595678369713 40.577671096683225, -73.83595454705603 40.57767194808845, -73.83595230241063 40.577673654081146, -73.83595005868311 40.57767450547619, -73.83594781285868 40.57767621056662, -73.83594556822622 40.57767791115604, -73.83594332450069 40.5776787616504, -73.83594107867373 40.57768046764119, -73.83593883402769 40.57768217363363, -73.83593658820271 40.57768387872382, -73.8359343435565 40.57768558471615, -73.83593321854353 40.57768729230742, -73.83593097980454 40.57768899740761, -73.83592985387321 40.57769155959644, -73.83592760804768 40.57769326468645, -73.83592648304769 40.57769496687449, -73.83592535803442 40.57769667446566, -73.83592423092166 40.577699236652784, -73.83592310709149 40.57770094334507, -73.83592197879754 40.57770350553048, -73.83592085496726 40.57770521222275, -73.8359197278564 40.57770777350933, -73.83591860284272 40.577709481100435, -73.83591859655989 40.57771203858457, -73.83591747154608 40.577713746175654, -73.83591746524772 40.5777163099635, -73.83591633931762 40.577718871251676, -73.83591633511868 40.57772058044356, -73.83591632882249 40.57772314333083, -73.83591632252408 40.57772570711865, -73.83591631832735 40.577727415409974, -73.83591631204443 40.577729972894154, -73.8359163078455 40.57773168208603, -73.83591630154709 40.577734245873806, -73.8359162952509 40.577736808761124, -73.83591741068622 40.57773851955211, -73.83591740439006 40.57774108243938, -73.83591851890715 40.57774364782795, -73.83591963552368 40.57774535862059, -73.8359207500564 40.577747917705516, -73.83592074585756 40.57774962689739, -73.83592185919603 40.57775219138373, -73.83592409662842 40.57775390377707, -73.83592521324753 40.57775561366914, -73.83530407767843 40.57796570638164, -73.83525249938778 40.57798356459815, -73.83510108644893 40.57803292221231, -73.83465289497263 40.57728198877203, -73.83442415779855 40.576898737740876, -73.83444874196157 40.5768902929183, -73.83448288337091 40.57687791665663, -73.83451668594633 40.5768650085865, -73.83455013431603 40.57685157589027, -73.83475176087961 40.57677811301996, -73.83479829355035 40.5767542979977, -73.834845312562 40.576731046484355, -73.83489280727484 40.57670836296675, -73.83494076586149 40.576686254631475, -73.83498917532027 40.57666472596191, -73.83503802500942 40.57664378234535, -73.83508195796648 40.57662955947868, -73.83512552870843 40.57661470390621, -73.83516872304634 40.576599221911756, -73.8352115232527 40.576583117972824, -73.83525391632203 40.57656639747443, -73.83528190576358 40.57655483973635, -73.8352958857035 40.57654906669701, -73.83530351857252 40.57654577090882, -73.83552277366061 40.57691312044488)))",Q050-ZN08A-BCH0069,Q050,Q,Rockaway Beach,127194.218613,1469.28542506
"MULTIPOLYGON (((-73.82825419958658 40.57916889618405, -73.82854135411216 40.579650092381, -73.82788875478026 40.57983997942006, -73.82786754629902 40.57981005289351, -73.82782606206554 40.57982365621003, -73.82784616069354 40.57984930898711, -73.82728671563027 40.58001247217597, -73.82706809660648 40.580075350317024, -73.82704913631501 40.5800403003305, -73.82700989347978 40.580053906726675, -73.82703221468792 40.58008639888334, -73.82629899369894 40.58029883613279, -73.8262317253508 40.58031838118002, -73.8262161284159 40.58028590084057, -73.82620377443261 40.58029032264539, -73.8259725655156 40.57986222022289, -73.82585036340184 40.57963595175119, -73.82588373758907 40.579626807066695, -73.82592416675284 40.57961254096577, -73.82596471897283 40.57959229014263, -73.82600170562756 40.579572885802556, -73.8260294510854 40.579562689742055, -73.8260567560052 40.579556115823124, -73.8262598325103 40.579499551300394, -73.82628782325756 40.57949401396841, -73.82631560527606 40.57948789637538, -73.82634315729888 40.57948120119099, -73.82637045922812 40.57947393558924, -73.82638640878805 40.57946931388003, -73.82639749097551 40.57946610314199, -73.82642423126467 40.57945771012098, -73.82645066117905 40.579448763702054, -73.82647675944237 40.57943927015703, -73.82650250950252 40.57942923576473, -73.82652788889762 40.57941866859623, -73.82655288107108 40.57940757673154, -73.826577464742 40.57939596824352, -73.82660162453271 40.579383852114425, -73.82661565753381 40.57937544617297, -73.82663019823869 40.57936755609669, -73.8266452123471 40.5793602007447, -73.82666066674712 40.579353396276304, -73.82667652715021 40.579347157048026, -73.82669671668974 40.57934346563171, -73.82671671048709 40.57933919577911, -73.82673647781283 40.57933435554865, -73.82675599384993 40.57932895030614, -73.82677522786649 40.57932298901073, -73.8267941538575 40.579316479728035, -73.82681274463441 40.57930943142246, -73.82683097418754 40.579301853960764, -73.82686691889236 40.57928739345943, -73.82690327537338 40.579273545024265, -73.82694002707998 40.579260314933656, -73.82697715391839 40.57924770946064, -73.82701463933567 40.57923573578414, -73.82705246324046 40.57922439927668, -73.82708197581391 40.57921764923291, -73.82711122663821 40.57921026661857, -73.82714019324887 40.57920226040527, -73.82716885319537 40.57919363416161, -73.82719718401339 40.57918439685924, -73.8272251608834 40.57917455476485, -73.82725276370796 40.57916411505254, -73.82727997002044 40.57915308759475, -73.82730675854005 40.579141480464365, -73.82733310798366 40.57912930263503, -73.82735978173096 40.57911731169578, -73.82738682152785 40.5791058066838, -73.82741421082343 40.57909479387753, -73.82744193542905 40.5790842795591, -73.82746997879613 40.579074269106655, -73.82749832673369 40.57906476970277, -73.82752696151691 40.57905578492279, -73.82755586777839 40.57904732014651, -73.82757591305541 40.5790440984338, -73.82759578501266 40.57904030282252, -73.82761545528992 40.57903593867339, -73.82763489670354 40.57903101315003, -73.82765407970768 40.57902553341232, -73.82767297948314 40.57901950572689, -73.82769156765833 40.579012939957124, -73.8277098182261 40.57900584506939, -73.82772770517694 40.57899823093066, -73.8277452036803 40.57899010831017, -73.82776228890316 40.57898148887773, -73.82777893482928 40.57897238520186, -73.82779512016677 40.57896280985819, -73.82780308837843 40.57895704853055, -73.82781155036602 40.57895171118956, -73.82782046472694 40.57894682298776, -73.82782979361144 40.57894240548095, -73.82783949326665 40.57893847931556, -73.82784951876562 40.57893506243466, -73.82785982400502 40.57893217097862, -73.8278703628908 40.578929817485594, -73.82788108579057 40.578928012687534, -73.82789194425736 40.578926765517, -73.82790288867272 40.57892608130283, -73.827926356254 40.57892484671276, -73.8279497568681 40.57892301586952, -73.82797306334737 40.57892058963299, -73.82799625087956 40.5789175715682, -73.82801929347583 40.57891396343738, -73.82804216513824 40.57890977060481, -73.82806483987108 40.57890499753439, -73.8280872928597 40.57889964869171, -73.82809267279728 40.578898215000095, -73.82825419958658 40.57916889618405)))",Q163-ZN07B-BCH0013,Q163,Q,Rockaway Beach,197550.987289,1996.95587821
